"V1","Family","ESV","Class","Resource","c_ia","Treatment"
733,"F0","S13","T1","R18",0.194812649282278,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
734,"F0","S14","T1","R18",1.3156656735065,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
735,"F0","S15","T1","R18",0.397322321265274,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
736,"F0","S16","T1","R18",0.311423171922883,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
737,"F0","S17","T1","R18",0.0568145512961981,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
738,"F0","S18","T1","R18",2.15860122295796,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
739,"F0","S19","T1","R18",0.0191356751902735,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
740,"F1","S20","T1","R18",0.21567976509112,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
741,"F1","S21","T1","R18",1.10398526470568,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
742,"F1","S22","T1","R18",0.0278248839607173,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
743,"F1","S23","T1","R18",2.29392404633317,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
744,"F1","S24","T1","R18",0.0290452415386563,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
745,"F1","S25","T1","R18",0.00812873821917584,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
746,"F1","S26","T1","R18",1.14918315143642,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
747,"F1","S27","T1","R18",0.0279058715058768,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
748,"F1","S28","T1","R18",1.38193234911624,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
749,"F1","S29","T1","R18",0.946354540395134,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
750,"F1","S30","T1","R18",0.493032391290363,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
751,"F1","S31","T1","R18",0.351347413474736,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
752,"F1","S32","T1","R18",0.0588911525626634,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
753,"F1","S33","T1","R18",0.586819941837288,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
754,"F1","S34","T1","R18",2.44483799399282,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
755,"F1","S35","T1","R18",0.00395087938325524,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
756,"F1","S36","T1","R18",0.888167408003671,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
757,"F1","S37","T1","R18",0.0601344064869556,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
758,"F1","S38","T1","R18",0.00149513314296077,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
759,"F1","S39","T1","R18",0.49008210925273,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
760,"F0","S0","T1","R19",0.413283826490908,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
761,"F0","S1","T1","R19",0.976463366679897,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
762,"F0","S2","T1","R19",0.0590368666832487,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
763,"F0","S3","T1","R19",0.09255077677767,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
764,"F0","S4","T1","R19",0.0830756635399315,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
765,"F0","S5","T1","R19",0.00926769355734741,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
766,"F0","S6","T1","R19",0.081287753316291,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
767,"F0","S7","T1","R19",0.0167928961694211,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
768,"F0","S8","T1","R19",0.0135964055638289,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
769,"F0","S9","T1","R19",0.0335776876098985,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
770,"F0","S10","T1","R19",0.323222115985292,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
771,"F0","S11","T1","R19",0.145959222699465,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
772,"F0","S12","T1","R19",0.476901829324609,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
773,"F0","S13","T1","R19",0.0135813026368721,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
774,"F0","S14","T1","R19",2.07243539090181,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
775,"F0","S15","T1","R19",0.0323792713486989,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
776,"F0","S16","T1","R19",0.239930517309511,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
777,"F0","S17","T1","R19",1.19803779803204,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
778,"F0","S18","T1","R19",2.41191947340012,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
779,"F0","S19","T1","R19",0.10382427566199,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
780,"F1","S20","T1","R19",0.219677362664064,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
781,"F1","S21","T1","R19",2.93371276677318,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
782,"F1","S22","T1","R19",0.0143916745330687,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
783,"F1","S23","T1","R19",0.385218197636657,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
784,"F1","S24","T1","R19",0.0169763679582395,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
785,"F1","S25","T1","R19",0.657286961894526,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
786,"F1","S26","T1","R19",0.677748531330791,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
787,"F1","S27","T1","R19",0.00731821729926156,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
788,"F1","S28","T1","R19",0.880511977484285,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
789,"F1","S29","T1","R19",0.176407112968091,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
790,"F1","S30","T1","R19",0.150905557632564,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
791,"F1","S31","T1","R19",0.532490833042556,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
792,"F1","S32","T1","R19",1.30250490519711,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
793,"F1","S33","T1","R19",0.831663099406497,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
794,"F1","S34","T1","R19",0.0581119508573489,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
795,"F1","S35","T1","R19",0.981755834437667,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
796,"F1","S36","T1","R19",0.143812973828719,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
797,"F1","S37","T1","R19",0.117870628376441,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
798,"F1","S38","T1","R19",0.143323145208281,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
799,"F1","S39","T1","R19",0.344381603248233,"atop(""Unspecialised"", paste(q[A] == 0, "" and "", q[S] == 0))"
0,"F0","S0","T0","R0",0.620797327924832,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
1,"F0","S1","T0","R0",2.34064087052885,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
2,"F0","S2","T0","R0",0.373057840103285,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
3,"F0","S3","T0","R0",7.54899193049931,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
4,"F0","S4","T0","R0",1.27188054262131,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
5,"F0","S5","T0","R0",0.623819107710576,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
6,"F0","S6","T0","R0",0.58940505820036,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
7,"F0","S7","T0","R0",3.15790906360235,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
8,"F0","S8","T0","R0",0.200173995409506,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
9,"F0","S9","T0","R0",0.421938350452541,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
10,"F0","S10","T0","R0",1.69213228712558,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
11,"F0","S11","T0","R0",2.16079311827222,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
12,"F0","S12","T0","R0",0.190315722939116,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
13,"F0","S13","T0","R0",1.71801549421335,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
14,"F0","S14","T0","R0",2.0510309908001,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
15,"F0","S15","T0","R0",0.589819276322839,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
16,"F0","S16","T0","R0",1.28513776422449,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
17,"F0","S17","T0","R0",1.7328951628021,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
18,"F0","S18","T0","R0",0.611476521031855,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
19,"F0","S19","T0","R0",0.424353802917529,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
20,"F1","S20","T0","R0",0.00251340489275064,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
21,"F1","S21","T0","R0",0.000146969156038156,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
22,"F1","S22","T0","R0",0.345816075801377,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
23,"F1","S23","T0","R0",1.10810264780207,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
24,"F1","S24","T0","R0",0.00263395798198246,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
25,"F1","S25","T0","R0",3.23887327958854e-06,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
26,"F1","S26","T0","R0",1.74432180596249e-08,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
27,"F1","S27","T0","R0",5.53094673287637e-05,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
28,"F1","S28","T0","R0",1.00099952232101e-05,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
29,"F1","S29","T0","R0",2.86326209113814e-19,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
30,"F1","S30","T0","R0",0.00474211410418334,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
31,"F1","S31","T0","R0",1.50001605386902e-14,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
32,"F1","S32","T0","R0",2.88495541711792e-08,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
33,"F1","S33","T0","R0",0.0116738399878696,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
34,"F1","S34","T0","R0",0.0534402273998159,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
35,"F1","S35","T0","R0",5.6724533407935e-06,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
36,"F1","S36","T0","R0",1.99252751864292e-05,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
37,"F1","S37","T0","R0",2.13671604038912e-16,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
38,"F1","S38","T0","R0",0.00573972275486541,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
39,"F1","S39","T0","R0",0.0251338322341363,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
40,"F0","S0","T0","R1",0.170326790199882,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
41,"F0","S1","T0","R1",2.79021767313323,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
42,"F0","S2","T0","R1",0.614561709046759,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
43,"F0","S3","T0","R1",1.2394735562135,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
44,"F0","S4","T0","R1",0.0316848378859979,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
45,"F0","S5","T0","R1",0.523856764863658,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
46,"F0","S6","T0","R1",0.576744216748269,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
47,"F0","S7","T0","R1",5.20615048266377,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
48,"F0","S8","T0","R1",0.168532693571394,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
49,"F0","S9","T0","R1",0.0569452306975477,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
50,"F0","S10","T0","R1",0.463455289008299,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
51,"F0","S11","T0","R1",0.281908647062743,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
52,"F0","S12","T0","R1",0.706471106296553,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
53,"F0","S13","T0","R1",0.370891174844665,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
54,"F0","S14","T0","R1",0.0502206991449567,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
55,"F0","S15","T0","R1",1.71992436422707,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
56,"F0","S16","T0","R1",0.805718732311955,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
57,"F0","S17","T0","R1",0.178275536942629,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
58,"F0","S18","T0","R1",0.397255619710748,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
59,"F0","S19","T0","R1",2.16343379704203,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
60,"F1","S20","T0","R1",4.29062740457353e-10,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
61,"F1","S21","T0","R1",1.06558102250971e-19,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
62,"F1","S22","T0","R1",0.000230710596334935,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
63,"F1","S23","T0","R1",4.17036046268892e-15,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
64,"F1","S24","T0","R1",2.06344804200538e-09,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
65,"F1","S25","T0","R1",0.00186004034605974,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
66,"F1","S26","T0","R1",0.214462871661699,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
67,"F1","S27","T0","R1",1.57775610209145e-09,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
68,"F1","S28","T0","R1",2.68280029300213e-13,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
69,"F1","S29","T0","R1",1.08382817406318,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
70,"F1","S30","T0","R1",0.00521898880571313,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
71,"F1","S31","T0","R1",7.37907037328056e-07,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
72,"F1","S32","T0","R1",9.54144320750725e-08,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
73,"F1","S33","T0","R1",3.42453236198803e-10,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
74,"F1","S34","T0","R1",5.99788438073886e-32,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
75,"F1","S35","T0","R1",6.71479493237625e-10,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
76,"F1","S36","T0","R1",3.60611947193361e-13,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
77,"F1","S37","T0","R1",0.000115196344692949,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
78,"F1","S38","T0","R1",1.44610578858705e-08,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
79,"F1","S39","T0","R1",6.28221603829132e-11,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
80,"F0","S0","T0","R2",4.06337570062334,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
81,"F0","S1","T0","R2",0.227242325242321,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
82,"F0","S2","T0","R2",0.498844734849529,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
83,"F0","S3","T0","R2",1.32300793823458,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
84,"F0","S4","T0","R2",0.637655124462013,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
85,"F0","S5","T0","R2",0.188137803508917,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
86,"F0","S6","T0","R2",0.982784500312129,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
87,"F0","S7","T0","R2",0.0764428779628426,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
88,"F0","S8","T0","R2",0.24733995543128,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
89,"F0","S9","T0","R2",3.41084826714448,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
90,"F0","S10","T0","R2",0.238821984679489,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
91,"F0","S11","T0","R2",0.0721060339533163,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
92,"F0","S12","T0","R2",0.899551137707594,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
93,"F0","S13","T0","R2",0.163892583209281,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
94,"F0","S14","T0","R2",0.923629622665144,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
95,"F0","S15","T0","R2",0.31341806638334,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
96,"F0","S16","T0","R2",1.03548471640863,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
97,"F0","S17","T0","R2",0.126297995355604,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
98,"F0","S18","T0","R2",1.08989943475112,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
99,"F0","S19","T0","R2",1.10116316384192,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
100,"F1","S20","T0","R2",1.63469853781034e-09,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
101,"F1","S21","T0","R2",0.000896804268707925,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
102,"F1","S22","T0","R2",5.03313366366978e-05,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
103,"F1","S23","T0","R2",1.54943698387966e-12,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
104,"F1","S24","T0","R2",0.0287969608908123,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
105,"F1","S25","T0","R2",5.16400987026211e-05,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
106,"F1","S26","T0","R2",1.97513094440947e-05,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
107,"F1","S27","T0","R2",0.0505499269456941,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
108,"F1","S28","T0","R2",0.101107979473311,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
109,"F1","S29","T0","R2",2.24481370541539e-18,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
110,"F1","S30","T0","R2",4.51328422516515e-09,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
111,"F1","S31","T0","R2",3.80770558341035e-22,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
112,"F1","S32","T0","R2",2.57380644078127e-27,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
113,"F1","S33","T0","R2",4.40325959653765e-14,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
114,"F1","S34","T0","R2",2.09936411389096e-11,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
115,"F1","S35","T0","R2",1.05159988008439e-19,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
116,"F1","S36","T0","R2",4.21610848635535e-07,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
117,"F1","S37","T0","R2",1.40613893419659e-11,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
118,"F1","S38","T0","R2",3.07965553065607e-10,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
119,"F1","S39","T0","R2",2.02870594814595e-07,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
120,"F0","S0","T0","R3",0.841661864469404,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
121,"F0","S1","T0","R3",0.819089805827874,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
122,"F0","S2","T0","R3",1.042918106973,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
123,"F0","S3","T0","R3",0.840093516418468,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
124,"F0","S4","T0","R3",0.407798936282788,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
125,"F0","S5","T0","R3",0.343487508306576,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
126,"F0","S6","T0","R3",1.46515657340017,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
127,"F0","S7","T0","R3",0.296168979603091,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
128,"F0","S8","T0","R3",0.00837653660911406,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
129,"F0","S9","T0","R3",0.332242711277272,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
130,"F0","S10","T0","R3",0.409193203096123,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
131,"F0","S11","T0","R3",3.20648053274903,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
132,"F0","S12","T0","R3",0.236793205543553,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
133,"F0","S13","T0","R3",0.620204115923442,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
134,"F0","S14","T0","R3",1.197543503137,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
135,"F0","S15","T0","R3",1.46438777376712,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
136,"F0","S16","T0","R3",0.812602885652633,"atop(""Symmetric Specialisation"", paste(q[A] == 0.9, "" and "", q[S] == 0.9))"
