"Inoculum","Family","CS_duo","CS_type_duo","CS1","CS2","ab_obs_mean","ab_obs_se","ab_pred_mean","ab_pred_se"
1,"Sphingobacteriaceae","glucose_fructose","SS","glucose","fructose",0,0,0.00092252175,0.000147421401978642
1,"Sphingobacteriaceae","glucose_fumarate","SA","glucose","fumarate",0,0,0.026070037625,0.00241399209322628
1,"Sphingobacteriaceae","glucose_glutamine","SA","glucose","glutamine",0,0,0.0070367766875,0.00189454477897418
1,"Sphingobacteriaceae","glucose_glycerol","SS","glucose","glycerol",0,0,0.00104557925,0.000166700468994836
1,"Sphingobacteriaceae","glucose_glycine","SA","glucose","glycine",6.18486666666667e-05,6.18486666666667e-05,0.00599572589166667,0.00220358880949558
1,"Sphingobacteriaceae","glucose_ribose","SS","glucose","ribose",0,0,0.0009231806,0.000182293778331096
1,"Sphingobacteriaceae","succinate_benzoate","AA","succinate","benzoate",0.01338251675,0.012379389001479,0.0102074105,0.00348907662586583
1,"Sphingobacteriaceae","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.006212690375,0.00233891563416026
1,"Sphingobacteriaceae","succinate_fructose","SA","succinate","fructose",0,0,0.0059875988125,0.0022986493247599
1,"Sphingobacteriaceae","succinate_fumarate","AA","succinate","fumarate",0.0339549125,0.00279578832800642,0.031791600625,0.00328630907075592
1,"Sphingobacteriaceae","succinate_glutamine","AA","succinate","glutamine",2.32e-05,2.32e-05,0.0134164913125,0.00326744580012303
1,"Sphingobacteriaceae","succinate_glycerol","SA","succinate","glycerol",0,0,0.0069157086875,0.00265950874265677
1,"Sphingobacteriaceae","succinate_glycine","AA","succinate","glycine",0.029594582,0.029594582,0.0134147301666667,0.00420737518944446
1,"Sphingobacteriaceae","succinate_ribose","SA","succinate","ribose",2.32e-05,2.32e-05,0.0070431999375,0.00269208123886909
1,"Sphingomonadaceae","glucose_benzoate","SA","glucose","benzoate",0,0,3.7253625e-05,6.49198849063212e-07
1,"Sphingomonadaceae","glucose_glutamine","SA","glucose","glutamine",0,0,0.000170371,2.6759690768019e-06
1,"Sphingomonadaceae","succinate_benzoate","AA","succinate","benzoate",0,0,4.0147175e-05,1.64650627814118e-06
1,"Sphingomonadaceae","succinate_glutamine","AA","succinate","glutamine",2.32e-05,2.32e-05,4.5542125e-05,2.0422125429069e-05
1,"Xanthomonadaceae","glucose_benzoate","SA","glucose","benzoate",2.32e-05,2.32e-05,0.00055087174375,0.000112999714089302
1,"Xanthomonadaceae","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000349998691666667,8.65157501252128e-05
1,"Xanthomonadaceae","glucose_fructose","SS","glucose","fructose",0,0,0.000333501753846154,8.21098262073954e-05
1,"Xanthomonadaceae","glucose_fumarate","SA","glucose","fumarate",0.00647091575,0.00112185943745198,0.0044888378125,0.00023928545121248
1,"Xanthomonadaceae","glucose_glutamine","SA","glucose","glutamine",0.01384636825,0.00314799357447963,0.006852871875,0.00136631301325041
1,"Xanthomonadaceae","glucose_glycerol","SS","glucose","glycerol",0,0,0.000391137666666667,9.65669304929773e-05
1,"Xanthomonadaceae","glucose_glycine","SA","glucose","glycine",0.000123697333333333,0.000123697333333333,0.00342605716666667,0.000630492870766255
1,"Xanthomonadaceae","glucose_ribose","SS","glucose","ribose",0,0,0.000631243042857143,0.000108471615212415
1,"Xanthomonadaceae","succinate_benzoate","AA","succinate","benzoate",0.02688097225,0.00222215821117731,0.026860161125,0.00398600108813603
1,"Xanthomonadaceae","succinate_cellobiose","SA","succinate","cellobiose",0.011596623,0.00199228082469745,0.0189380001875,0.0028778009709533
1,"Xanthomonadaceae","succinate_fructose","SA","succinate","fructose",0.0128258655,0.00550696745010292,0.0186732949375,0.00283659144925243
1,"Xanthomonadaceae","succinate_fumarate","AA","succinate","fumarate",0.03467391675,0.00565640406852845,0.0198298920625,0.00233087164146511
1,"Xanthomonadaceae","succinate_glutamine","AA","succinate","glutamine",0.0050097415,0.00118867720338257,0.02694747225,0.00321795970050921
1,"Xanthomonadaceae","succinate_glycerol","SA","succinate","glycerol",0.00034789875,0.00034789875,0.0212900004375,0.00320431122636191
1,"Xanthomonadaceae","succinate_glycine","AA","succinate","glycine",0.007174445,0.00111627816961962,0.02646858275,0.00402378552276314
1,"Xanthomonadaceae","succinate_ribose","SA","succinate","ribose",0.00201781275,0.00048705825,0.0217701366875,0.00323392503866782
2,"Aeromonadaceae","glucose_benzoate","SA","glucose","benzoate",0.00013916625,0.000110421011613412,6.87541625e-05,2.5463173374853e-05
2,"Aeromonadaceae","glucose_cellobiose","SS","glucose","cellobiose",0,0,9.9696725e-05,8.38710201614162e-07
2,"Aeromonadaceae","glucose_fructose","SS","glucose","fructose",0,0,4.88201e-05,4.20917301853939e-07
2,"Aeromonadaceae","glucose_fumarate","SA","glucose","fumarate",9.2773e-05,9.2773e-05,8.17228125e-05,3.65516568498405e-05
2,"Aeromonadaceae","glucose_glutamine","SA","glucose","glutamine",0.00039428525,0.000308566122029886,0.00012348525,3.31716112700931e-05
2,"Aeromonadaceae","succinate_benzoate","AA","succinate","benzoate",0.00141478825,0.00030151225,0.000259928075,4.29231139794823e-05
2,"Aeromonadaceae","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000203796292307692,2.19606708682335e-05
2,"Aeromonadaceae","succinate_fructose","SA","succinate","fructose",0.0006957975,0.000258269101616415,0.000152799675,2.53710076779374e-05
2,"Aeromonadaceae","succinate_fumarate","AA","succinate","fumarate",0.000394292,0.000205271152729343,0.0001940342,4.23763569785087e-05
2,"Aeromonadaceae","succinate_glutamine","AA","succinate","glutamine",0.0003247055,0.0003247055,0.0002595028125,4.14664189591227e-05
2,"Aeromonadaceae","succinate_glycerol","SA","succinate","glycerol",0,0,0.00020312425,1.8280929796626e-05
2,"Aeromonadaceae","succinate_glycine","AA","succinate","glycine",0.000247394666666667,0.000247394666666667,0.000164729,3.3402753110766e-05
2,"Aeromonadaceae","succinate_ribose","SA","succinate","ribose",0.000185546,0.000185546,0.0001435005625,2.49270105392672e-05
2,"Alcaligenaceae","glucose_benzoate","SA","glucose","benzoate",0.000278319,0,0,0
2,"Alcaligenaceae","glucose_cellobiose","SS","glucose","cellobiose",0,0,9.472125e-05,8.43924295084184e-07
2,"Alcaligenaceae","glucose_fumarate","SA","glucose","fumarate",0.0001391595,0.0001391595,0.0012121861875,0.000102848421296027
2,"Alcaligenaceae","glucose_glutamine","SA","glucose","glutamine",0.000463865,0,0,0
2,"Alcaligenaceae","glucose_glycine","SA","glucose","glycine",0.000463865,0.000463865,0.0119477828333333,0.00321102610691331
2,"Alcaligenaceae","succinate_benzoate","AA","succinate","benzoate",0.000185546,0.000185546,4.5232e-05,2.04429288449168e-05
2,"Alcaligenaceae","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000127135985714286,1.92084371131223e-05
2,"Alcaligenaceae","succinate_fructose","SA","succinate","fructose",0,0,0.00013144125,2.79741018250214e-06
2,"Alcaligenaceae","succinate_fumarate","AA","succinate","fumarate",0.00176268675,0.00176268675,0.00119372425,0.000103604253053084
2,"Alcaligenaceae","succinate_glutamine","AA","succinate","glutamine",0,0,0.00013164,1.0955373871606e-06
2,"Alcaligenaceae","succinate_glycerol","SA","succinate","glycerol",0,0,0.000141802,1.12335657740541e-06
2,"Alcaligenaceae","succinate_glycine","AA","succinate","glycine",0,0,0.0151933036666667,0.0032124901703478
2,"Alcaligenaceae","succinate_ribose","SA","succinate","ribose",0,0,0.0001336365,1.053611606175e-06
2,"Bacillaceae","succinate_glycine","AA","succinate","glycine",0.001020503,0,0,0
2,"Brucellaceae","glucose_benzoate","SA","glucose","benzoate",4.63865e-05,4.63865e-05,1.6959625e-05,7.58661693681984e-06
2,"Brucellaceae","glucose_fumarate","SA","glucose","fumarate",0,0,0.0005679645,7.74781294107726e-05
2,"Brucellaceae","glucose_glutamine","SA","glucose","glutamine",4.63865e-05,4.63865e-05,0.003055406875,0.000739471217183862
2,"Brucellaceae","glucose_glycine","SA","glucose","glycine",0,0,0.0189236989166667,0.00161534997407512
2,"Brucellaceae","succinate_benzoate","AA","succinate","benzoate",0.01458855875,0.00792637627717573,1.60421625e-05,7.24359343827861e-06
2,"Brucellaceae","succinate_fumarate","AA","succinate","fumarate",0.00454587625,0.00298247473334339,0.0004101664375,8.31264033197821e-05
2,"Brucellaceae","succinate_glutamine","AA","succinate","glutamine",0.0203868635,0.00337451764076518,0.002923455,0.000713998535626895
2,"Brucellaceae","succinate_glycine","AA","succinate","glycine",0.00572100066666667,0.00192328416148822,0.018007668,0.00165216586184
2,"Brucellaceae","succinate_ribose","SA","succinate","ribose",0.000649411,0,0,0
2,"Chitinophagaceae","glucose_fumarate","SA","glucose","fumarate",0,0,0.0225217635,0.000161243372631508
2,"Chitinophagaceae","glucose_glutamine","SA","glucose","glutamine",0.000185546,0,0,0
2,"Chitinophagaceae","succinate_benzoate","AA","succinate","benzoate",0,0,0.0002412375,1.76145737080597e-05
2,"Chitinophagaceae","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.0001759945,3.25781003896789e-06
2,"Chitinophagaceae","succinate_fructose","SA","succinate","fructose",0,0,0.00017525525,3.72978322370528e-06
2,"Chitinophagaceae","succinate_fumarate","AA","succinate","fumarate",0,0,0.0124666137142857,0.00439142956090028
2,"Chitinophagaceae","succinate_glutamine","AA","succinate","glutamine",0,0,0.00017552,1.4607438744238e-06
2,"Chitinophagaceae","succinate_glycerol","SA","succinate","glycerol",0,0,0.00018906975,1.49784441643094e-06
2,"Chitinophagaceae","succinate_glycine","AA","succinate","glycine",0,0,0.000204300666666667,3.98469611276834e-06
2,"Chitinophagaceae","succinate_ribose","SA","succinate","ribose",0,0,0.00017818225,1.40473054207322e-06
2,"Clostridiaceae_1","glucose_benzoate","SA","glucose","benzoate",0.000556638,0,0,0
2,"Clostridiaceae_1","glucose_fumarate","SA","glucose","fumarate",0.0004174785,5.98847139962834e-05,0.0006605489375,9.81770522159867e-05
2,"Clostridiaceae_1","glucose_glycine","SA","glucose","glycine",0,0,0.00113403725,0.000382721716945072
2,"Clostridiaceae_1","succinate_benzoate","AA","succinate","benzoate",0.00113646925,0.000315462305876728,0,0
2,"Clostridiaceae_1","succinate_fumarate","AA","succinate","fumarate",0.001043696,0.000715991572615791,0.000635731625,9.54734356559838e-05
2,"Clostridiaceae_1","succinate_glutamine","AA","succinate","glutamine",0.000185546,0,0,0
2,"Clostridiaceae_1","succinate_glycine","AA","succinate","glycine",0,0,0.001080277675,0.000368964694229637
2,"Comamonadaceae","glucose_benzoate","SA","glucose","benzoate",0.00053344475,0.000445527783659518,0.00035949781875,0.000117554383040371
2,"Comamonadaceae","glucose_cellobiose","SS","glucose","cellobiose",0.000371092,0,0,0
2,"Comamonadaceae","glucose_fructose","SS","glucose","fructose",0.002435291,0.002435291,6.012279375e-05,1.622821536228e-05
2,"Comamonadaceae","glucose_fumarate","SA","glucose","fumarate",0.00271360975,0.0005748618551099,0.0037033013125,0.000387302097594218
2,"Comamonadaceae","glucose_glutamine","SA","glucose","glutamine",0.00039428525,0.000284373584889483,0.0145775723125,0.00454034706074632
2,"Comamonadaceae","glucose_glycine","SA","glucose","glycine",0.000525713666666667,0.000123697333333333,0.000614935916666667,0.000149179673263254
2,"Comamonadaceae","glucose_ribose","SS","glucose","ribose",9.28e-05,0,0,0
2,"Comamonadaceae","succinate_benzoate","AA","succinate","benzoate",0.02340198575,0.0157497626375526,0.004055883,0.000882517639231935
2,"Comamonadaceae","succinate_cellobiose","SA","succinate","cellobiose",9.277975e-05,6.56004177582925e-05,0.00275337360625,0.000629476811929258
2,"Comamonadaceae","succinate_fructose","SA","succinate","fructose",0.00016235275,9.56282195513568e-05,0.00279977279375,0.000627521510071716
2,"Comamonadaceae","succinate_fumarate","AA","succinate","fumarate",0.014982837,0.00721251535928453,0.0058346153125,0.000624376359593853
2,"Comamonadaceae","succinate_glutamine","AA","succinate","glutamine",0.00264403025,0.00129522738291547,0.016683192625,0.00442363286688842
2,"Comamonadaceae","succinate_glycerol","SA","succinate","glycerol",0.0002319325,0.0002319325,0.00294825871875,0.000676034710645886
2,"Comamonadaceae","succinate_glycine","AA","succinate","glycine",0.015926029,0.00766099905389743,0.00375945441666667,0.000861750260165361
2,"Comamonadaceae","succinate_ribose","SA","succinate","ribose",0.00039428525,0.000186989959520725,0.0027861098,0.000636765772447548
2,"Enterobacteriaceae","glucose_benzoate","SA","glucose","benzoate",0.43747100875,0.0200647720019484,0.647151160625,0.0212567893860659
2,"Enterobacteriaceae","glucose_cellobiose","SS","glucose","cellobiose",0.996149922,0.00159275308355882,0.985751319125,0.00287596893333404
2,"Enterobacteriaceae","glucose_fructose","SS","glucose","fructose",0.91228314375,0.0810688015929674,0.9967977303125,0.000479901672991584
2,"Enterobacteriaceae","glucose_fumarate","SA","glucose","fumarate",0.50002319275,0.041550308128019,0.4647996473125,0.00896977850932003
2,"Enterobacteriaceae","glucose_glutamine","SA","glucose","glutamine",0.95530662175,0.00917283695556841,0.476380950375,0.00460045975114494
2,"Enterobacteriaceae","glucose_glycerol","SS","glucose","glycerol",0.9907922815,0.00229206692897835,0.9980252056875,0.000377848849775352
2,"Enterobacteriaceae","glucose_glycine","SA","glucose","glycine",0.985187247,0.000620801966347553,0.553669633916667,0.00608656975213212
2,"Enterobacteriaceae","glucose_ribose","SS","glucose","ribose",0.9903516105,0.00473005764940515,0.9968145316875,0.000372667877012514
2,"Enterobacteriaceae","succinate_benzoate","AA","succinate","benzoate",0.03288802325,0.00391821737557728,0.0352492101875,0.0056370747419911
2,"Enterobacteriaceae","succinate_cellobiose","SA","succinate","cellobiose",0.92302161675,0.0201969851785542,0.5175327740625,0.015618317918585
2,"Enterobacteriaceae","succinate_fructose","SA","succinate","fructose",0.86554875275,0.0147986904656026,0.529968287875,0.0155422822235551
2,"Enterobacteriaceae","succinate_fumarate","AA","succinate","fumarate",0.04172464975,0.0064813261934315,0.098106256625,0.00638612056694095
2,"Enterobacteriaceae","succinate_glutamine","AA","succinate","glutamine",0.106062715,0.0109973084159253,0.0314315170625,0.00457134934286215
2,"Enterobacteriaceae","succinate_glycerol","SA","succinate","glycerol",0.9750208735,0.00951555522574153,0.4963406136875,0.0152980245804395
2,"Enterobacteriaceae","succinate_glycine","AA","succinate","glycine",0.091814331,0.0216224311367499,0.0355233510833333,0.00577635464575664
2,"Enterobacteriaceae","succinate_ribose","SA","succinate","ribose",0.87396790125,0.00593620220015666,0.52257631975,0.0151688615031433
2,"Enterococcaceae","succinate_glycine","AA","succinate","glycine",0.000185546,0,0,0
2,"Flavobacteriaceae","glucose_benzoate","SA","glucose","benzoate",0.00090453675,0.000451921334266517,0.009721528,0.00368750991698332
2,"Flavobacteriaceae","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.00021685175,3.01478923540744e-06
2,"Flavobacteriaceae","glucose_fructose","SS","glucose","fructose",2.32e-05,2.32e-05,0.000146712625,3.24310025259878e-05
2,"Flavobacteriaceae","glucose_fumarate","SA","glucose","fumarate",0.000788584,0.000274416346707881,0.04686756,0.00488759916820411
2,"Flavobacteriaceae","glucose_glutamine","SA","glucose","glutamine",0.00037109875,0.000189368786536296,0.0079455585625,0.00223291968117463
2,"Flavobacteriaceae","glucose_glycerol","SS","glucose","glycerol",4.63865e-05,4.63865e-05,0.00011658925,3.01168957203289e-05
2,"Flavobacteriaceae","glucose_glycine","SA","glucose","glycine",0.000123706333333333,0.000123706333333333,0.05552882875,0.000712688647303657
2,"Flavobacteriaceae","glucose_ribose","SS","glucose","ribose",0,0,0.000219579125,1.82608876952804e-06
2,"Flavobacteriaceae","succinate_benzoate","AA","succinate","benzoate",0.08449299575,0.0169733737789295,0.00937306625,0.00353265137878994
2,"Flavobacteriaceae","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000281390608333333,9.95738822667975e-05
2,"Flavobacteriaceae","succinate_fructose","SA","succinate","fructose",2.32e-05,2.32e-05,0.0002473118375,8.14808621194173e-05
2,"Flavobacteriaceae","succinate_fumarate","AA","succinate","fumarate",0.0851888,0.0320548048119459,0.0452164685,0.0048068695253312
2,"Flavobacteriaceae","succinate_glutamine","AA","succinate","glutamine",0.0034558005,0.0019424784323222,0.0077095355625,0.00215599865573604
2,"Flavobacteriaceae","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,0.0002265409125,8.62023308225895e-05
2,"Flavobacteriaceae","succinate_glycine","AA","succinate","glycine",0.0369854966666667,0.0142349691666521,0.05295043975,0.00183734558851671
2,"Flavobacteriaceae","succinate_ribose","SA","succinate","ribose",2.32e-05,2.32e-05,0.00021363858125,8.12197140408556e-05
2,"Gammaproteobacteria.2","glucose_fumarate","SA","glucose","fumarate",0.000463865,0,0,0
2,"Gammaproteobacteria.3","succinate_benzoate","AA","succinate","benzoate",0,0,0.000204815,1.09108928217019e-05
2,"Gammaproteobacteria.3","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00016076875,2.3926010732743e-06
2,"Gammaproteobacteria.3","succinate_fructose","SA","succinate","fructose",0,0,0.00016021775,2.75387546241656e-06
2,"Gammaproteobacteria.3","succinate_fumarate","AA","succinate","fumarate",0,0,0.00013611225,3.30389639605017e-06
2,"Gammaproteobacteria.3","succinate_glutamine","AA","succinate","glutamine",0,0,0.00016044175,1.06983062327641e-06
2,"Gammaproteobacteria.3","succinate_glycerol","SA","succinate","glycerol",0,0,0.0001702465,1.06635848412561e-06
2,"Gammaproteobacteria.3","succinate_glycine","AA","succinate","glycine",0,0,0.000180905666666667,2.75827315140792e-06
2,"Gammaproteobacteria.3","succinate_ribose","SA","succinate","ribose",0,0,0.00016239175,1.0241103761314e-06
2,"Hyphomicrobiaceae","succinate_fumarate","AA","succinate","fumarate",0.001577141,0.000834957,0,0
2,"Lachnospiraceae","glucose_benzoate","SA","glucose","benzoate",0.0057751185,0.00206002503226354,0.0008713621875,0.000230112457867076
2,"Lachnospiraceae","glucose_cellobiose","SS","glucose","cellobiose",2.32e-05,2.32e-05,0.0104136805,0.00284430995700752
2,"Lachnospiraceae","glucose_fructose","SS","glucose","fructose",0.000278319,0.000220843913200402,0.00016790625,7.5099696058778e-05
2,"Lachnospiraceae","glucose_fumarate","SA","glucose","fumarate",0.009880323,0.00409560598669479,0.0018466961875,0.000142415044999619
2,"Lachnospiraceae","glucose_glutamine","SA","glucose","glutamine",0.006401336,0.00317490623610102,0.000711932625,5.22235201723383e-05
2,"Lachnospiraceae","glucose_glycerol","SS","glucose","glycerol",0.000371092,0,0,0
2,"Lachnospiraceae","glucose_glycine","SA","glucose","glycine",0.00507158966666667,0.00162580783745664,0.00185593675,0.000413876729499185
2,"Lachnospiraceae","glucose_ribose","SS","glucose","ribose",0.0003247055,0.0001391595,0,0
2,"Lachnospiraceae","succinate_benzoate","AA","succinate","benzoate",0.00825679575,0.00171901453653949,0.001521706375,0.00020763570715486
2,"Lachnospiraceae","succinate_cellobiose","SA","succinate","cellobiose",0.00510251425,0.00141256833420708,0.0104729169375,0.00274241084345284
2,"Lachnospiraceae","succinate_fructose","SA","succinate","fructose",9.277975e-05,6.56004177582925e-05,0.000673943875,7.10992175815409e-05
2,"Lachnospiraceae","succinate_fumarate","AA","succinate","fumarate",0.0053112535,0.00361722930803266,0.002202831875,0.000139020230885648
2,"Lachnospiraceae","succinate_glutamine","AA","succinate","glutamine",0.00178588025,0.000313180450923898,0.00119482925,5.46815376202288e-05
2,"Lachnospiraceae","succinate_glycerol","SA","succinate","glycerol",0.00081177025,0.000781143217332816,0.000551531375,2.29328803353168e-05
2,"Lachnospiraceae","succinate_glycine","AA","succinate","glycine",0.001669914,0.000579367199305415,0.00236071616666667,0.000396102815055328
2,"Lachnospiraceae","succinate_ribose","SA","succinate","ribose",0.00155395425,0.00134300464228264,0.0005211799375,2.17586937826908e-05
2,"Lactobacillaceae","succinate_glycine","AA","succinate","glycine",0.000742184,0,0,0
2,"Moraxellaceae","glucose_benzoate","SA","glucose","benzoate",0.0048473885,0.00124719871922063,0.0592859736875,0.019856508053657
2,"Moraxellaceae","glucose_cellobiose","SS","glucose","cellobiose",0.00037109875,0.000119764199541137,0.00197425875,0.000239990673432367
2,"Moraxellaceae","glucose_fructose","SS","glucose","fructose",0.00132201525,0.000201750170543247,0.001648422625,0.000239984610384376
2,"Moraxellaceae","glucose_fumarate","SA","glucose","fumarate",0.2520410055,0.00720981746228927,0.0477959981875,0.00749535813048343
2,"Moraxellaceae","glucose_glutamine","SA","glucose","glutamine",0.010761666,0.00448408094911665,0.25667870075,0.00430208176136755
2,"Moraxellaceae","glucose_glycerol","SS","glucose","glycerol",0.00357176,0.000935045461733902,0.00114401325,0.000229076065748412
2,"Moraxellaceae","glucose_glycine","SA","glucose","glycine",0.002504871,0.000983277097477783,0.001671011,0.000293928451654764
2,"Moraxellaceae","glucose_ribose","SS","glucose","ribose",0.002342518,0.000983550347641729,0.0016933705,0.000219398116602008
2,"Moraxellaceae","succinate_benzoate","AA","succinate","benzoate",0.02096669475,0.016187711803702,0.3115210568125,0.0202926032517977
2,"Moraxellaceae","succinate_cellobiose","SA","succinate","cellobiose",0.00194823275,0.000468480438286448,0.1920000111875,0.00863706003449195
2,"Moraxellaceae","succinate_fructose","SA","succinate","fructose",0.00545041975,0.00116882114317193,0.19093218425,0.00866002332507988
2,"Moraxellaceae","succinate_fumarate","AA","succinate","fumarate",0.43756378825,0.136963855739088,0.2028738246875,0.00938384284567764
2,"Moraxellaceae","succinate_glutamine","AA","succinate","glutamine",0.36840152175,0.0428568513824418,0.4351829943125,0.00483592591530417
2,"Moraxellaceae","succinate_glycerol","SA","succinate","glycerol",0.0019250465,0.000345832944518135,0.204496242,0.00878355263273764
2,"Moraxellaceae","succinate_glycine","AA","succinate","glycine",0.533908526,0.0132918145691946,0.220356482166667,0.0105814467314472
2,"Moraxellaceae","succinate_ribose","SA","succinate","ribose",0.005334447,0.00367469653586166,0.1939665699375,0.00858931246518516
2,"Oxalobacteraceae","glucose_benzoate","SA","glucose","benzoate",0.000185546,0,0,0
2,"Oxalobacteraceae","glucose_cellobiose","SS","glucose","cellobiose",0.0002319325,4.63865e-05,0,0
2,"Oxalobacteraceae","glucose_fructose","SS","glucose","fructose",9.28e-05,0,0,0
2,"Oxalobacteraceae","glucose_fumarate","SA","glucose","fumarate",0.001484368,0.001113276,0,0
2,"Oxalobacteraceae","glucose_glutamine","SA","glucose","glutamine",0.0003711055,0.0002783055,0,0
2,"Oxalobacteraceae","succinate_cellobiose","SA","succinate","cellobiose",0.000278319,9.2773e-05,0,0
2,"Oxalobacteraceae","succinate_fructose","SA","succinate","fructose",0.0001855595,9.27595e-05,0,0
2,"Oxalobacteraceae","succinate_fumarate","AA","succinate","fumarate",0.000185546,0,0,0
2,"Oxalobacteraceae","succinate_glutamine","AA","succinate","glutamine",0.000278319,0,0,0
2,"Pseudomonadaceae","glucose_benzoate","SA","glucose","benzoate",0.446261249,0.0430828117393455,0.2710849925625,0.0225668334977438
2,"Pseudomonadaceae","glucose_cellobiose","SS","glucose","cellobiose",0.00324705475,0.00144569168188993,0.001498429075,0.000268729379661679
2,"Pseudomonadaceae","glucose_fructose","SS","glucose","fructose",0.08226644425,0.0781849921729409,0.0008716658125,0.000134267626630709
2,"Pseudomonadaceae","glucose_fumarate","SA","glucose","fumarate",0.221078022,0.041354175472753,0.41041885475,0.00736221899819423
2,"Pseudomonadaceae","glucose_glutamine","SA","glucose","glutamine",0.0236339185,0.00519257736075696,0.103192055125,0.00974844420111569
2,"Pseudomonadaceae","glucose_glycerol","SS","glucose","glycerol",0.004777809,0.00154753012796181,0.0006559569125,0.000120327524520974
2,"Pseudomonadaceae","glucose_glycine","SA","glucose","glycine",0.005102515,0.00103307640646566,0.340415508166667,0.00789647606512812
2,"Pseudomonadaceae","glucose_ribose","SS","glucose","ribose",0.0061694175,0.00310072703135736,0.0013140554375,0.000131080317940184
2,"Pseudomonadaceae","succinate_benzoate","AA","succinate","benzoate",0.7549633545,0.0412358672915814,0.402038533875,0.0196706850908642
2,"Pseudomonadaceae","succinate_cellobiose","SA","succinate","cellobiose",0.0690231005,0.0210859135889383,0.1105030364375,0.0105101591716981
2,"Pseudomonadaceae","succinate_fructose","SA","succinate","fructose",0.125545042,0.0154468352775372,0.1094774199375,0.0105068023816659
2,"Pseudomonadaceae","succinate_fumarate","AA","succinate","fumarate",0.36473698825,0.0972995529837632,0.485550825875,0.00650747024686385
2,"Pseudomonadaceae","succinate_glutamine","AA","succinate","glutamine",0.299448001,0.0296691904114707,0.2075274775625,0.0122383270186835
2,"Pseudomonadaceae","succinate_glycerol","SA","succinate","glycerol",0.02159291925,0.00949699425720173,0.117163469375,0.0109697465984068
2,"Pseudomonadaceae","succinate_glycine","AA","succinate","glycine",0.249621177666667,0.0367934013189343,0.449007766583333,0.00714581377460388
2,"Pseudomonadaceae","succinate_ribose","SA","succinate","ribose",0.11710270025,0.00693498731105606,0.11158453175,0.0105728549337033
2,"Rhizobiaceae","glucose_benzoate","SA","glucose","benzoate",0.00067260425,0.00067260425,0.000148329125,3.12738381944977e-05
2,"Rhizobiaceae","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000205303175,3.16927528418965e-05
2,"Rhizobiaceae","glucose_fructose","SS","glucose","fructose",0.00011596625,0.00011596625,0.00029524505,6.34580512972238e-05
2,"Rhizobiaceae","glucose_fumarate","SA","glucose","fumarate",0.0002319325,0.0002319325,0.0010844018125,0.000136562919690773
2,"Rhizobiaceae","glucose_glutamine","SA","glucose","glutamine",0.00211058575,0.00052120346987435,0.1372601430625,0.00605470866836206
2,"Rhizobiaceae","glucose_glycerol","SS","glucose","glycerol",0.00016235275,0.000109607023273583,5.82488375e-05,1.31000333749316e-05
2,"Rhizobiaceae","glucose_glycine","SA","glucose","glycine",0.000587562333333333,0.000264217619821448,0.000221373333333333,4.56582449737264e-05
2,"Rhizobiaceae","glucose_ribose","SS","glucose","ribose",0.00011596625,0.00011596625,4.391580625e-05,1.13445009794374e-05
2,"Rhizobiaceae","succinate_benzoate","AA","succinate","benzoate",0.00287596275,0.00154637103062802,0.2248477788125,0.0102540686570748
2,"Rhizobiaceae","succinate_cellobiose","SA","succinate","cellobiose",0.0004174785,0.000241031324355881,0.1660146103125,0.00436248424760811
2,"Rhizobiaceae","succinate_fructose","SA","succinate","fructose",0.00048705825,0.000308566122029886,0.1654255806875,0.00439076511823152
2,"Rhizobiaceae","succinate_fumarate","AA","succinate","fumarate",0.02008535125,0.00781429993115236,0.137222659875,0.0034328334368283
2,"Rhizobiaceae","succinate_glutamine","AA","succinate","glutamine",0.19728175175,0.0432347738423697,0.296693301125,0.00932079105919569
2,"Rhizobiaceae","succinate_glycerol","SA","succinate","glycerol",0.00025512575,0.000175105197515843,0.17777336225,0.00474457325251704
2,"Rhizobiaceae","succinate_glycine","AA","succinate","glycine",0.062900083,0.0101772992606794,0.191731004416667,0.0064782628055636
2,"Rhizobiaceae","succinate_ribose","SA","succinate","ribose",0.00053344475,0.000371816082639741,0.1678568714375,0.00428168330784634
2,"Rhodospirillaceae","glucose_fumarate","SA","glucose","fumarate",0,0,0.0021498975,0.000540391815454125
2,"Rhodospirillaceae","succinate_fumarate","AA","succinate","fumarate",0.0002319325,8.03437747852937e-05,0.00207314055625,0.000524509711258608
2,"Sphingobacteriaceae","glucose_benzoate","SA","glucose","benzoate",0.1026533075,0.0627807942805964,0.0112531209375,0.00228579135461033
2,"Sphingobacteriaceae","glucose_fructose","SS","glucose","fructose",0.0004406785,0.000138508093600759,0,0
2,"Sphingobacteriaceae","glucose_fumarate","SA","glucose","fumarate",0.00057983125,0.00039428525,0.007732225125,0.0013264302080166
