"Inoculum","Genus","CS_duo","CS_type_duo","CS1","CS2","ab_obs_mean","ab_obs_se","ab_pred_mean","ab_pred_se"
1,"Herbaspirillum","glucose_glutamine","SA","glucose","glutamine",0.06946377225,0.0193102822678548,0.0157625946875,0.00378737736194254
1,"Herbaspirillum","glucose_glycerol","SS","glucose","glycerol",2.32e-05,2.32e-05,0.000959004875,0.000238513624941216
1,"Herbaspirillum","glucose_glycine","SA","glucose","glycine",0.000123706333333333,8.18163950976684e-05,0.000234984416666667,5.80027461904017e-05
1,"Herbaspirillum","glucose_ribose","SS","glucose","ribose",0,0,0.0012234375625,7.21909174357578e-05
1,"Herbaspirillum","succinate_benzoate","AA","succinate","benzoate",0,0,0.002691302375,0.000475488928092617
1,"Herbaspirillum","succinate_cellobiose","SA","succinate","cellobiose",0.065868819,0.00589735118173093,0.0016300569375,0.000341316931667335
1,"Herbaspirillum","succinate_fructose","SA","succinate","fructose",0.04415994075,0.0248761665518674,0.0016581390625,0.000336088423808558
1,"Herbaspirillum","succinate_fumarate","AA","succinate","fumarate",0.00071899075,0.000658595738273408,0.0018862045,0.000285910761583925
1,"Herbaspirillum","succinate_glutamine","AA","succinate","glutamine",0.00011596625,6.957975e-05,0.01848903825,0.00403623252283756
1,"Herbaspirillum","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,0.00285393975,0.000445182394408269
1,"Herbaspirillum","succinate_glycine","AA","succinate","glycine",0,0,0.00223539633333333,0.000479045012530491
1,"Herbaspirillum","succinate_ribose","SA","succinate","ribose",0.00204100575,0.00170603106711779,0.003155401,0.000374041913141384
1,"Klebsiella","glucose_benzoate","SA","glucose","benzoate",0,0,0.023995263375,0.0053855784248942
1,"Klebsiella","glucose_cellobiose","SS","glucose","cellobiose",0.0046618425,0.00100875067452786,0.019953242,0.00390186769311872
1,"Klebsiella","glucose_fructose","SS","glucose","fructose",0.02166249175,0.0101164037078891,0.019164940625,0.00384080604231523
1,"Klebsiella","glucose_fumarate","SA","glucose","fumarate",0,0,0.0140244514375,0.0032004694424922
1,"Klebsiella","glucose_glutamine","SA","glucose","glutamine",0.0035253735,0.002967043848474,0.018906921875,0.00411460619022817
1,"Klebsiella","glucose_glycerol","SS","glucose","glycerol",0.04427590675,0.0284738356523726,0.02458364775,0.00505660295663548
1,"Klebsiella","glucose_glycine","SA","glucose","glycine",0.0104524226666667,0.00853584273415737,0.03395921025,0.00612041959455219
1,"Klebsiella","glucose_ribose","SS","glucose","ribose",0.0369004545,0.0221569642369662,0.0435694106875,0.00697881283483999
1,"Klebsiella","succinate_benzoate","AA","succinate","benzoate",0.00071899075,0.000228427021211507,0.028493847,0.0101483002454221
1,"Klebsiella","succinate_cellobiose","SA","succinate","cellobiose",0.02307728,0.00506914381033794,0.02307088225,0.00724176968561335
1,"Klebsiella","succinate_fructose","SA","succinate","fructose",0.01535392875,0.00165025558577171,0.022196235125,0.007135524070551
1,"Klebsiella","succinate_fumarate","AA","succinate","fumarate",0,0,0.0200924907692308,0.00688256965990245
1,"Klebsiella","succinate_glutamine","AA","succinate","glutamine",0.07618981375,0.0147895277625924,0.0221016789375,0.00764514317874765
1,"Klebsiella","succinate_glycerol","SA","succinate","glycerol",0.10808052675,0.0360451997628945,0.02835098825,0.00855690147099604
1,"Klebsiella","succinate_glycine","AA","succinate","glycine",0.001577141,0.000334497808478621,0.0386975480833333,0.0106051225461638
1,"Klebsiella","succinate_ribose","SA","succinate","ribose",0.00971797,0.00225770089222735,0.0487059130625,0.00995585619184777
1,"Lachnoclostridium_5","glucose_fumarate","SA","glucose","fumarate",0.00030151225,0.00030151225,0.0007752074375,0.000211713476851852
1,"Lachnoclostridium_5","glucose_glutamine","SA","glucose","glutamine",0,0,0.000170371,2.6759690768019e-06
1,"Lachnoclostridium_5","glucose_glycine","SA","glucose","glycine",0,0,0.00103432225,1.8125761144363e-05
1,"Lachnoclostridium_5","succinate_fumarate","AA","succinate","fumarate",0,0,0.001625686625,0.00015165664946716
1,"Lachnoclostridium_5","succinate_glutamine","AA","succinate","glutamine",0.00034789875,0.00034789875,4.5542125e-05,2.0422125429069e-05
1,"Lachnoclostridium_5","succinate_glycine","AA","succinate","glycine",0.000525713666666667,0.000525713666666667,0.000371719833333333,0.000159107605887652
1,"Lachnospiraceae.8","glucose_fumarate","SA","glucose","fumarate",0.00336302075,0.00336302075,0.0003232979375,0.000144620560919989
1,"Lachnospiraceae.8","glucose_glycine","SA","glucose","glycine",0,0,0.003451388,0.000303804293481958
1,"Lachnospiraceae.8","succinate_benzoate","AA","succinate","benzoate",0,0,0.000247174,1.21618457823364e-05
1,"Lachnospiraceae.8","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00017722475,1.94973051022443e-06
1,"Lachnospiraceae.8","succinate_fructose","SA","succinate","fructose",0,0,0.000174681,3.22298257312484e-07
1,"Lachnospiraceae.8","succinate_fumarate","AA","succinate","fumarate",0.0013684015,0.000884491126002262,0.000375108875,0.000152495038181927
1,"Lachnospiraceae.8","succinate_glutamine","AA","succinate","glutamine",0.0006957975,0.000429336230802173,4.66345e-05,2.08815581656398e-05
1,"Lachnospiraceae.8","succinate_glycerol","SA","succinate","glycerol",0,0,0.0001987225,7.40239206833399e-07
1,"Lachnospiraceae.8","succinate_glycine","AA","succinate","glycine",0.000247394666666667,0.000247394666666667,0.0025316525,0.000572974891226119
1,"Lachnospiraceae.8","succinate_ribose","SA","succinate","ribose",0,0,0.0002005955,3.52391168778863e-06
1,"Mangrovibacter","glucose_fumarate","SA","glucose","fumarate",0.000463865,0.000185546,0,0
1,"Novosphingobium","glucose_benzoate","SA","glucose","benzoate",0,0,3.7253625e-05,6.49198849063212e-07
1,"Novosphingobium","glucose_glutamine","SA","glucose","glutamine",0,0,0.000170371,2.6759690768019e-06
1,"Novosphingobium","succinate_benzoate","AA","succinate","benzoate",0,0,4.0147175e-05,1.64650627814118e-06
1,"Novosphingobium","succinate_glutamine","AA","succinate","glutamine",2.32e-05,2.32e-05,4.5542125e-05,2.0422125429069e-05
1,"Nubsella","glucose_benzoate","SA","glucose","benzoate",0,0,0.0018342072,0.000457566717631239
1,"Nubsella","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.0009415063,0.0001522943837984
1,"Nubsella","glucose_fructose","SS","glucose","fructose",0,0,0.00092252175,0.000147421401978642
1,"Nubsella","glucose_fumarate","SA","glucose","fumarate",0,0,0.0059392623125,0.00063734991540648
1,"Nubsella","glucose_glutamine","SA","glucose","glutamine",0,0,0.0046196045,0.00109290282351306
1,"Nubsella","glucose_glycerol","SS","glucose","glycerol",0,0,0.00104557925,0.000166700468994836
1,"Nubsella","glucose_glycine","SA","glucose","glycine",0,0,0.000653651475,0.000198599787814173
1,"Nubsella","glucose_ribose","SS","glucose","ribose",0,0,0.0009231806,0.000182293778331096
1,"Nubsella","succinate_benzoate","AA","succinate","benzoate",0.01335931675,0.0123877099541846,0.0101329063125,0.00349374543532372
1,"Nubsella","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.0061829278125,0.002343131085197
1,"Nubsella","succinate_fructose","SA","succinate","fructose",0,0,0.0059583046875,0.00230280761966888
1,"Nubsella","succinate_fumarate","AA","succinate","fumarate",0.001020503,0.000508138648274268,0.010654204,0.00202277551988902
1,"Nubsella","succinate_glutamine","AA","succinate","glutamine",2.32e-05,2.32e-05,0.0108086410625,0.00278939692083512
1,"Nubsella","succinate_glycerol","SA","succinate","glycerol",0,0,0.0068819461875,0.0026642953690402
1,"Nubsella","succinate_glycine","AA","succinate","glycine",0.029594582,0.029594582,0.00763567416666667,0.0034156407996218
1,"Nubsella","succinate_ribose","SA","succinate","ribose",0,0,0.0070090808125,0.00269690535038319
1,"Ochrobactrum","glucose_benzoate","SA","glucose","benzoate",0,0,0.000250743308333333,5.3526271426959e-05
1,"Ochrobactrum","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.00020183585,3.8145667309248e-05
1,"Ochrobactrum","glucose_fructose","SS","glucose","fructose",0,0,0.000224973,3.47170165666019e-05
1,"Ochrobactrum","glucose_fumarate","SA","glucose","fumarate",0.00011596625,6.957975e-05,0.001063778875,6.25705302863547e-05
1,"Ochrobactrum","glucose_glutamine","SA","glucose","glutamine",0.00071899075,0.000425771472687594,0.00015184,3.88223070888375e-05
1,"Ochrobactrum","glucose_glycerol","SS","glucose","glycerol",0,0,0.00025498725,3.92531937898734e-05
1,"Ochrobactrum","glucose_glycine","SA","glucose","glycine",0,0,0.00467049758333333,0.000988445493999883
1,"Ochrobactrum","glucose_ribose","SS","glucose","ribose",0,0,0.00022301946,4.35482181897701e-05
1,"Ochrobactrum","succinate_benzoate","AA","succinate","benzoate",0,0,0.008390581625,0.00210719026791791
1,"Ochrobactrum","succinate_cellobiose","SA","succinate","cellobiose",0.00429075075,0.00230454973163289,0.0059616268125,0.00151885759811727
1,"Ochrobactrum","succinate_fructose","SA","succinate","fructose",0.01414788025,0.0039375728995403,0.0058620204375,0.00149732332350436
1,"Ochrobactrum","succinate_fumarate","AA","succinate","fumarate",0.00967158375,0.00230143558561352,0.0058426655625,0.0012367574183869
1,"Ochrobactrum","succinate_glutamine","AA","succinate","glutamine",0.00378049925,0.00122045842953399,0.0063012669375,0.00159886497128663
1,"Ochrobactrum","succinate_glycerol","SA","succinate","glycerol",0.000371092,0.000227246511907224,0.006684018,0.00169634221502506
1,"Ochrobactrum","succinate_glycine","AA","succinate","glycine",0.00219562766666667,0.000409090477302325,0.0121289015,0.00232618335378826
1,"Ochrobactrum","succinate_ribose","SA","succinate","ribose",4.63865e-05,4.63865e-05,0.0067598451875,0.00171308799596687
1,"Paenibacillus","glucose_fumarate","SA","glucose","fumarate",0.0021801655,0.000403500341086494,1.41732e-05,6.3400433655917e-06
1,"Paenibacillus","glucose_glutamine","SA","glucose","glutamine",0.001669914,0,0,0
1,"Paenibacillus","glucose_glycine","SA","glucose","glycine",0.0026904165,0.0013915945,0,0
1,"Paenibacillus","succinate_fumarate","AA","succinate","fumarate",0,0,5.94209e-05,1.5433699200127e-06
1,"Paenibacillus","succinate_glycerol","SA","succinate","glycerol",0.000402016333333333,0.000111499269492874,0,0
1,"Pectobacterium","glucose_glycerol","SS","glucose","glycerol",0.000556638,0,0,0
1,"Providencia","glucose_benzoate","SA","glucose","benzoate",0,0,0.00041815645,7.31784130184567e-05
1,"Providencia","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000135033,1.46399521857143e-06
1,"Providencia","glucose_fructose","SS","glucose","fructose",0,0,0.000384067923076923,5.14431830989498e-05
1,"Providencia","glucose_fumarate","SA","glucose","fumarate",0,0,0.0003796248,8.86099526347288e-05
1,"Providencia","glucose_glutamine","SA","glucose","glutamine",0,0,0.000729772384615385,0.000210058794691084
1,"Providencia","glucose_glycerol","SS","glucose","glycerol",0,0,0.00015114725,5.53744732856817e-07
1,"Providencia","glucose_glycine","SA","glucose","glycine",0,0,0.00098653225,0.000251238434680482
1,"Providencia","glucose_ribose","SS","glucose","ribose",0,0,0.000523899230769231,8.56028664404556e-05
1,"Providencia","succinate_benzoate","AA","succinate","benzoate",0,0,0.0006242365875,9.11784261980787e-05
1,"Providencia","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000207193775,3.94531334253408e-05
1,"Providencia","succinate_fructose","SA","succinate","fructose",0,0,0.000478511913333333,6.67424954339251e-05
1,"Providencia","succinate_fumarate","AA","succinate","fumarate",0,0,0.000394482392857143,8.41794465520778e-05
1,"Providencia","succinate_glutamine","AA","succinate","glutamine",0.00482419525,0.00347186686957854,0.000755908625,0.000198540444831103
1,"Providencia","succinate_glycerol","SA","succinate","glycerol",0,0,0.000233912566666667,4.46621613283351e-05
1,"Providencia","succinate_glycine","AA","succinate","glycine",0,0,0.00120782216666667,0.000275467618275967
1,"Providencia","succinate_ribose","SA","succinate","ribose",0,0,0.000630709853333333,9.87830625128311e-05
1,"Pseudarthrobacter","glucose_benzoate","SA","glucose","benzoate",0,0,0.00010082175,1.87547873732726e-06
1,"Pseudarthrobacter","succinate_benzoate","AA","succinate","benzoate",0,0,0.000109242975,4.79727476114912e-06
1,"Pseudomonas","glucose_benzoate","SA","glucose","benzoate",0.51755728775,0.0138492164862214,0.24895381775,0.0123213099341869
1,"Pseudomonas","glucose_cellobiose","SS","glucose","cellobiose",0.0012524355,0.000398132026459084,0.0083456040625,0.00199663644914403
1,"Pseudomonas","glucose_fructose","SS","glucose","fructose",0.00071899075,0.000127738460595843,0.008291306875,0.00194401548443049
1,"Pseudomonas","glucose_fumarate","SA","glucose","fumarate",0.28703961375,0.0461848759294672,0.2289588605625,0.00642002430744097
1,"Pseudomonas","glucose_glutamine","SA","glucose","glutamine",0.16689859925,0.0484447786889834,0.252478490625,0.00732212431996741
1,"Pseudomonas","glucose_glycerol","SS","glucose","glycerol",0.002435291,0.00156452730465632,0.0156128258125,0.00236811531799598
1,"Pseudomonas","glucose_glycine","SA","glucose","glycine",0.101339023666667,0.0500209683323696,0.296853247916667,0.00816257880535928
1,"Pseudomonas","glucose_ribose","SS","glucose","ribose",0.058910852,0.0573649020655214,0.0362235399375,0.0062123212097872
1,"Pseudomonas","succinate_benzoate","AA","succinate","benzoate",0.74897949725,0.0313100317372874,0.4525216166875,0.0407266487706213
1,"Pseudomonas","succinate_cellobiose","SA","succinate","cellobiose",0.1375823365,0.018868870978643,0.1346880115,0.0238270456413535
1,"Pseudomonas","succinate_fructose","SA","succinate","fructose",0.0971797015,0.0533913764110712,0.1326608673125,0.0234190387835974
1,"Pseudomonas","succinate_fumarate","AA","succinate","fumarate",0.334330643,0.036549109749649,0.34090346175,0.0221513637388068
1,"Pseudomonas","succinate_glutamine","AA","succinate","glutamine",0.3247518325,0.0164927519666402,0.4018040765,0.0293610585874461
1,"Pseudomonas","succinate_glycerol","SA","succinate","glycerol",0.05589572325,0.0214076382673213,0.1592659313125,0.0272876025761706
1,"Pseudomonas","succinate_glycine","AA","succinate","glycine",0.398459968666667,0.0877363191730157,0.475223289,0.041402360207817
1,"Pseudomonas","succinate_ribose","SA","succinate","ribose",0.1784024495,0.0325495925644224,0.182790419625,0.0284354177530499
1,"Pseudoxanthomonas","glucose_glycine","SA","glucose","glycine",0,0,0.001023621625,2.13939243853228e-05
1,"Pseudoxanthomonas","succinate_benzoate","AA","succinate","benzoate",0,0,5.7592275e-05,3.22226117381749e-06
1,"Pseudoxanthomonas","succinate_cellobiose","SA","succinate","cellobiose",0,0,3.9694975e-05,4.78306199651437e-07
1,"Pseudoxanthomonas","succinate_fructose","SA","succinate","fructose",0,0,3.90703e-05,7.88853281669027e-08
1,"Pseudoxanthomonas","succinate_fumarate","AA","succinate","fumarate",0.000139173,8.03411770451492e-05,7.93133125e-06,3.54717711352655e-06
1,"Pseudoxanthomonas","succinate_glutamine","AA","succinate","glutamine",0,0,4.1998625e-05,1.15567291752107e-06
1,"Pseudoxanthomonas","succinate_glycerol","SA","succinate","glycerol",0,0,4.502975e-05,1.85903041484892e-07
1,"Pseudoxanthomonas","succinate_glycine","AA","succinate","glycine",0.000309243333333333,0.000154621666666667,0.000746977616666667,0.000158787944813854
1,"Pseudoxanthomonas","succinate_ribose","SA","succinate","ribose",0,0,4.5505425e-05,8.89495899723545e-07
1,"Raoultella","glucose_benzoate","SA","glucose","benzoate",0.00296873525,0.000459202686174884,0.4640254063125,0.0147059793875725
1,"Raoultella","glucose_cellobiose","SS","glucose","cellobiose",0.78576398575,0.0170733118452961,0.746068545875,0.00876583214700066
1,"Raoultella","glucose_fructose","SS","glucose","fructose",0.818999907,0.0146214364741538,0.7689854400625,0.00841204877049064
1,"Raoultella","glucose_fumarate","SA","glucose","fumarate",0.00405881775,0.000379453667345869,0.2934966220625,0.00626113419428677
1,"Raoultella","glucose_glutamine","SA","glucose","glutamine",0.31039521325,0.0985905318732812,0.349120916,0.00853187321726547
1,"Raoultella","glucose_glycerol","SS","glucose","glycerol",0.742578161,0.0343819437144935,0.384573506375,0.00959260866588705
1,"Raoultella","glucose_glycine","SA","glucose","glycine",0.484769768333333,0.0884459142749094,0.398906552166667,0.0102906230521935
1,"Raoultella","glucose_ribose","SS","glucose","ribose",0.523170053,0.0629104976670427,0.405348838375,0.00946947991921874
1,"Raoultella","succinate_benzoate","AA","succinate","benzoate",0.0020178125,0.000709955710068534,0.02154353025,0.0023040063633869
1,"Raoultella","succinate_cellobiose","SA","succinate","cellobiose",0.46989516675,0.0393380976157964,0.452202394625,0.00808254728798178
1,"Raoultella","succinate_fructose","SA","succinate","fructose",0.625985713,0.111820233544153,0.4809171741875,0.0074715309140766
1,"Raoultella","succinate_fumarate","AA","succinate","fumarate",0.03836162925,0.00602840012291991,0.0343604899375,0.0025277238125203
1,"Raoultella","succinate_glutamine","AA","succinate","glutamine",0.013753595,0.00324315889141839,0.01344659775,0.00135207104928198
1,"Raoultella","succinate_glycerol","SA","succinate","glycerol",0.36431951,0.0391138903691402,0.028183846,0.00538744518537863
1,"Raoultella","succinate_glycine","AA","succinate","glycine",0.00222655166666667,0.000668995385832203,0.0118106995833333,0.00172390080022519
1,"Raoultella","succinate_ribose","SA","succinate","ribose",0,0,0.046843974375,0.00570507050900887
1,"Rhizobium","glucose_benzoate","SA","glucose","benzoate",2.32e-05,2.32e-05,0.00011739719375,2.26566836509385e-05
1,"Rhizobium","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.0001442316375,1.74659101603456e-05
1,"Rhizobium","glucose_fumarate","SA","glucose","fumarate",2.32e-05,2.32e-05,0.00196362475,0.000354927260594824
1,"Rhizobium","glucose_glutamine","SA","glucose","glutamine",0,0,0.04291869425,0.00580197773579372
1,"Rhizobium","glucose_glycine","SA","glucose","glycine",6.18486666666667e-05,6.18486666666667e-05,0.00020667175,3.17661363590808e-05
1,"Rhizobium","glucose_ribose","SS","glucose","ribose",0,0,0.0003814835,6.0168001531822e-06
1,"Rhizobium","succinate_benzoate","AA","succinate","benzoate",4.63865e-05,4.63865e-05,0.0358491588125,0.0082189899522155
1,"Rhizobium","succinate_cellobiose","SA","succinate","cellobiose",0.00016235275,0.00016235275,0.0252589563125,0.00580813616860661
1,"Rhizobium","succinate_fructose","SA","succinate","fructose",0.00020873925,0.00020873925,0.0248064165,0.00572154136921043
1,"Rhizobium","succinate_fumarate","AA","succinate","fumarate",0.0013684085,0.00106208608637,0.022395737375,0.00472490905221887
1,"Rhizobium","succinate_glutamine","AA","succinate","glutamine",4.63865e-05,4.63865e-05,0.0722104075,0.00847642883545526
1,"Rhizobium","succinate_glycerol","SA","succinate","glycerol",0.0001391595,0.0001391595,0.0283755081875,0.00652073643277709
1,"Rhizobium","succinate_glycine","AA","succinate","glycine",0,0,0.0311014555833333,0.0082671659890717
1,"Rhizobium","succinate_ribose","SA","succinate","ribose",0,0,0.02875865575,0.00658998399609509
1,"Rosenbergiella","glucose_benzoate","SA","glucose","benzoate",0,0,0.10755443425,0.00400233311090043
1,"Rosenbergiella","glucose_cellobiose","SS","glucose","cellobiose",0.0549448,0.0177947827230396,0.0767744805,0.00249230637226636
1,"Rosenbergiella","glucose_fructose","SS","glucose","fructose",0.02852769275,0.0181926733992737,0.075687324375,0.00243460140815188
1,"Rosenbergiella","glucose_fumarate","SA","glucose","fumarate",0.0256749235,0.0164331473508141,0.1104260079375,0.00349903906723321
1,"Rosenbergiella","glucose_glutamine","SA","glucose","glutamine",0.03956767775,0.020273267666324,0.081772509625,0.00275965751093509
1,"Rosenbergiella","glucose_glycerol","SS","glucose","glycerol",0.02112904725,0.00541211641392729,0.206190325125,0.0126030147127058
1,"Rosenbergiella","glucose_glycine","SA","glucose","glycine",0.114667409,0.0307430597656263,0.0950588689166667,0.00340918848511959
1,"Rosenbergiella","glucose_ribose","SS","glucose","ribose",0.26412468675,0.014953295661796,0.3891735630625,0.0203580607407104
1,"Rosenbergiella","succinate_benzoate","AA","succinate","benzoate",0.00099730975,0.000399705232805454,0.0027462629375,0.000578662550560777
1,"Rosenbergiella","succinate_cellobiose","SA","succinate","cellobiose",0.0036181465,0.0021056947720347,0.0011113945625,0.0003747639078219
1,"Rosenbergiella","succinate_fructose","SA","succinate","fructose",0,0,0.002187923,0.000490222532560105
1,"Rosenbergiella","succinate_fumarate","AA","succinate","fumarate",0.0033630205,0.000478140948193191,0.0510327950625,0.0032940802880979
1,"Rosenbergiella","succinate_glutamine","AA","succinate","glutamine",0.00104369625,0.000138513744775489,0.002264206,0.000507436209613443
1,"Rosenbergiella","succinate_glycerol","SA","succinate","glycerol",0.3845208275,0.0499446815713505,0.129839646125,0.0134710178927663
1,"Rosenbergiella","succinate_glycine","AA","succinate","glycine",0.000587562333333333,0.000294999338443514,0.00353439283333333,0.000862979888501138
1,"Rosenbergiella","succinate_ribose","SA","succinate","ribose",0.568883941,0.0445044327790673,0.32492138275,0.0223093296084723
1,"Salmonella","glucose_fumarate","SA","glucose","fumarate",0,0,0.00212408325,2.4355739612307e-05
1,"Salmonella","glucose_glutamine","SA","glucose","glutamine",0.001577141,0,0,0
1,"Salmonella","glucose_glycerol","SS","glucose","glycerol",0.00436033,0,0,0
1,"Salmonella","succinate_fumarate","AA","succinate","fumarate",0,0,0.00222869975,5.91979484151478e-05
1,"Shinella","glucose_benzoate","SA","glucose","benzoate",0,0,0.0014925815625,0.000228083238996004
1,"Shinella","glucose_cellobiose","SS","glucose","cellobiose",4.63865e-05,4.63865e-05,0.000788099375,7.53826113098414e-05
1,"Shinella","glucose_fructose","SS","glucose","fructose",0,0,0.00093755075,7.55930306063606e-05
1,"Shinella","glucose_fumarate","SA","glucose","fumarate",0.002829576,0.00158553166295394,0.0026232463125,0.000566803821964691
1,"Shinella","glucose_glutamine","SA","glucose","glutamine",0.00062621775,0.000249439782586357,0.0011002976875,9.85350369370678e-05
1,"Shinella","glucose_glycerol","SS","glucose","glycerol",0,0,0.0006323006875,4.53671482025374e-05
1,"Shinella","glucose_glycine","SA","glucose","glycine",0.000432940666666667,0.000269592087792733,0.0233226346666667,0.00167123180480941
1,"Shinella","glucose_ribose","SS","glucose","ribose",0,0,0.006385918625,0.0018177896017402
1,"Shinella","succinate_benzoate","AA","succinate","benzoate",0.000463865,0.00016509076344595,0.101230711625,0.0267256600196077
1,"Shinella","succinate_cellobiose","SA","succinate","cellobiose",0.00039428525,4.44116925339394e-05,0.0715228833125,0.0190308025442215
1,"Shinella","succinate_fructose","SA","succinate","fructose",0.000463865,0.000193122399768472,0.0706414224375,0.0187505688513408
1,"Shinella","succinate_fumarate","AA","succinate","fumarate",0.01250116,0.0102761436364445,0.0600040324375,0.0154879515727294
1,"Shinella","succinate_glutamine","AA","succinate","glutamine",0.33055014375,0.019094789794448,0.075670512125,0.0200583083225661
1,"Shinella","succinate_glycerol","SA","succinate","glycerol",0.00030151225,4.44116925339394e-05,0.080170530375,0.0213304435045576
1,"Shinella","succinate_glycine","AA","succinate","glycine",0.128490583666667,0.0654654807498548,0.111464515083333,0.0268600228867313
1,"Shinella","succinate_ribose","SA","succinate","ribose",0.00037109875,0.000119764199541137,0.087093730125,0.0215761638916586
1,"Sphingobacterium","glucose_benzoate","SA","glucose","benzoate",6.957975e-05,6.957975e-05,2.8728625e-05,7.63725940224688e-06
1,"Sphingobacterium","glucose_fumarate","SA","glucose","fumarate",0,0,0.02013077525,0.00185618006631153
1,"Sphingobacterium","glucose_glutamine","SA","glucose","glutamine",0,0,0.00322289631666667,0.00098729305566826
1,"Sphingobacterium","glucose_glycine","SA","glucose","glycine",6.18486666666667e-05,6.18486666666667e-05,0.00534207441666667,0.00220880656606737
1,"Sphingobacterium","succinate_benzoate","AA","succinate","benzoate",2.32e-05,2.32e-05,7.450408125e-05,2.14999457152071e-05
1,"Sphingobacterium","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00011905025,1.43431948875881e-06
1,"Sphingobacterium","succinate_fructose","SA","succinate","fructose",0,0,0.00011717675,2.36649661947784e-07
1,"Sphingobacterium","succinate_fumarate","AA","succinate","fumarate",0.0329344095,0.00271931933309108,0.0211373968125,0.00196224848664296
1,"Sphingobacterium","succinate_glutamine","AA","succinate","glutamine",0,0,0.00320966195384615,0.00100402018220685
1,"Sphingobacterium","succinate_glycerol","SA","succinate","glycerol",0,0,0.00013505,5.57449698777086e-07
1,"Sphingobacterium","succinate_glycine","AA","succinate","glycine",0,0,0.007705408,0.00292254918770986
1,"Sphingobacterium","succinate_ribose","SA","succinate","ribose",2.32e-05,2.32e-05,3.4119125e-05,1.52701911218871e-05
1,"Stenotrophomonas","glucose_benzoate","SA","glucose","benzoate",2.32e-05,2.32e-05,0.00055087174375,0.000112999714089302
1,"Stenotrophomonas","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000349998691666667,8.65157501252128e-05
1,"Stenotrophomonas","glucose_fructose","SS","glucose","fructose",0,0,0.000333501753846154,8.21098262073954e-05
1,"Stenotrophomonas","glucose_fumarate","SA","glucose","fumarate",0.00647091575,0.00112185943745198,0.0044888378125,0.00023928545121248
1,"Stenotrophomonas","glucose_glutamine","SA","glucose","glutamine",0.01384636825,0.00314799357447963,0.006852871875,0.00136631301325041
1,"Stenotrophomonas","glucose_glycerol","SS","glucose","glycerol",0,0,0.000391137666666667,9.65669304929773e-05
1,"Stenotrophomonas","glucose_glycine","SA","glucose","glycine",0.000123697333333333,0.000123697333333333,0.00274364283333333,0.00077524649062493
1,"Stenotrophomonas","glucose_ribose","SS","glucose","ribose",0,0,0.000631243042857143,0.000108471615212415
1,"Stenotrophomonas","succinate_benzoate","AA","succinate","benzoate",0.02688097225,0.00222215821117731,0.026845763125,0.00399049758130037
1,"Stenotrophomonas","succinate_cellobiose","SA","succinate","cellobiose",0.011596623,0.00199228082469745,0.0189280764375,0.00288090602938625
1,"Stenotrophomonas","succinate_fructose","SA","succinate","fructose",0.01275628575,0.00554449565003395,0.0186635273125,0.00283964834660766
1,"Stenotrophomonas","succinate_fumarate","AA","succinate","fumarate",0.03453474375,0.00567438776048665,0.0198219608125,0.00233333343519421
1,"Stenotrophomonas","succinate_glutamine","AA","succinate","glutamine",0.0050097415,0.00118867720338257,0.0269369725,0.00322101900755636
1,"Stenotrophomonas","succinate_glycerol","SA","succinate","glycerol",0.00034789875,0.00034789875,0.0212787430625,0.00320785508349248
1,"Stenotrophomonas","succinate_glycine","AA","succinate","glycine",0.00686520166666667,0.00126298519469105,0.02572160525,0.00406641338500262
1,"Stenotrophomonas","succinate_ribose","SA","succinate","ribose",0.00201781275,0.00048705825,0.021758760375,0.00323750281603979
1,"Taibaiella","glucose_benzoate","SA","glucose","benzoate",0,0,0.000441073625,9.72180579632232e-05
1,"Taibaiella","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.0003199515,6.99401319282632e-05
1,"Taibaiella","glucose_fructose","SS","glucose","fructose",0,0,0.000315493625,6.89307480239452e-05
1,"Taibaiella","glucose_fumarate","SA","glucose","fumarate",0,0,0.0087315385,0.00358035976041598
1,"Taibaiella","glucose_glutamine","SA","glucose","glutamine",0,0,0.000336237875,7.36642030467691e-05
1,"Taibaiella","glucose_glycerol","SS","glucose","glycerol",0,0,0.000357509375,7.80035966217349e-05
1,"Taibaiella","glucose_glycine","SA","glucose","glycine",0,0,0.000328899725,9.16478675228877e-05
1,"Taibaiella","glucose_ribose","SS","glucose","ribose",0,0,0.000360758125,7.88320090616381e-05
1,"Taibaiella","succinate_benzoate","AA","succinate","benzoate",0,0,0.0001251195,6.00293190171825e-06
1,"Taibaiella","succinate_cellobiose","SA","succinate","cellobiose",0,0,9.0368125e-05,9.76159769517776e-07
1,"Taibaiella","succinate_fructose","SA","succinate","fructose",0,0,8.909475e-05,1.61484676775641e-07
1,"Taibaiella","succinate_fumarate","AA","succinate","fumarate",0.010831246,0.010831246,0.00674514606875,0.00296847245651635
