"Inoculum","ESV","CS_duo","CS_type_duo","CS1","CS2","ab_obs_mean","ab_obs_se","ab_pred_mean","ab_pred_se"
1,"Elizabethkingia.3","succinate_glutamine","AA","succinate","glutamine",0,0,0.0133083765625,0.000790260676641364
1,"Elizabethkingia.3","succinate_glycine","AA","succinate","glycine",0.00739091433333333,0.00739091433333333,0.00215070166666667,0.000106350715393252
1,"Elizabethkingia.3","succinate_ribose","SA","succinate","ribose",0,0,0.00068003675,2.51300782906825e-05
1,"Empedobacter.3","succinate_fumarate","AA","succinate","fumarate",9.28e-05,0,0,0
1,"Empedobacter.3","succinate_glycine","AA","succinate","glycine",0.000185546,0,0,0
1,"Empedobacter.4","glucose_glutamine","SA","glucose","glutamine",0,0,0.00151894138333333,0.000350171916152786
1,"Empedobacter.4","succinate_glutamine","AA","succinate","glutamine",0,0,0.00161385439166667,0.000373668226013034
1,"Ensifer","glucose_fumarate","SA","glucose","fumarate",0,0,0.0003373545,3.83321228432063e-06
1,"Ensifer","succinate_fumarate","AA","succinate","fumarate",0.000556638,8.4689774712378e-05,8.84521875e-05,3.96117604791829e-05
1,"Enterobacter.3","glucose_benzoate","SA","glucose","benzoate",0.47764171075,0.0139555518574018,0.00224835625,0.000518866905917866
1,"Enterobacter.3","glucose_cellobiose","SS","glucose","cellobiose",0.0005102515,0.0005102515,0.007953790375,0.000703820708775999
1,"Enterobacter.3","glucose_fructose","SS","glucose","fructose",0.003757306,0.00105607814899048,0.0026103344375,0.000258311638701153
1,"Enterobacter.3","glucose_fumarate","SA","glucose","fumarate",0.01025141475,0.00609113108089044,0.014267760625,0.00124124290810547
1,"Enterobacter.3","glucose_glutamine","SA","glucose","glutamine",0.29956396675,0.0517209873242754,0.0027160909375,0.000478427350172499
1,"Enterobacter.3","glucose_glycerol","SS","glucose","glycerol",0,0,0.00121414141666667,9.19790912799684e-05
1,"Enterobacter.3","glucose_glycine","SA","glucose","glycine",0,0,0.00131549411111111,0.000117183847638662
1,"Enterobacter.3","glucose_ribose","SS","glucose","ribose",0.00851192125,0.00236930875156677,0.0296744655,0.00569414819336765
1,"Enterobacter.3","succinate_benzoate","AA","succinate","benzoate",0.00633175625,0.00150040750249876,0.0030011226875,0.0008839736387249
1,"Enterobacter.3","succinate_cellobiose","SA","succinate","cellobiose",0.18798126,0.0171272085471978,0.00887618025,0.00086174670773487
1,"Enterobacter.3","succinate_fructose","SA","succinate","fructose",0.090546433,0.0455034230521863,0.0031970546875,0.000552922395528927
1,"Enterobacter.3","succinate_fumarate","AA","succinate","fumarate",0.00180907325,0.000781260099960674,0.0153295230625,0.00133699244232122
1,"Enterobacter.3","succinate_glutamine","AA","succinate","glutamine",0.000834957,0.000517924885468121,0.003341040875,0.000719427661771077
1,"Enterobacter.3","succinate_glycerol","SA","succinate","glycerol",0,0,0.002903370875,0.000947195189209369
1,"Enterobacter.3","succinate_glycine","AA","succinate","glycine",0.000247394666666667,0.000134796043896366,0.00157110608333333,0.000747557410389
1,"Enterobacter.3","succinate_ribose","SA","succinate","ribose",0.19343167275,0.0259754692321587,0.032213842875,0.00609332640108292
1,"Enterobacteriaceae.15","glucose_glycine","SA","glucose","glycine",0,0,0.001818974875,0.000111153031202713
1,"Enterobacteriaceae.15","succinate_glycine","AA","succinate","glycine",0,0,0.001954838125,0.000128227658817438
1,"Enterobacteriaceae.19","glucose_benzoate","SA","glucose","benzoate",0,0,0.00026069975,4.54318692063549e-06
1,"Enterobacteriaceae.19","glucose_glycerol","SS","glucose","glycerol",0,0,0.00070271875,0.000217554101889109
1,"Enterobacteriaceae.19","succinate_benzoate","AA","succinate","benzoate",0,0,0.0002809485,1.15222544198897e-05
1,"Enterobacteriaceae.19","succinate_glycerol","SA","succinate","glycerol",0,0,0.000751383875,0.00023357679138825
1,"Enterobacteriaceae.2","glucose_ribose","SS","glucose","ribose",0,0,0.000696282,1.07295926840988e-05
1,"Enterobacteriaceae.2","succinate_fructose","SA","succinate","fructose",0.005195287,0,0,0
1,"Enterobacteriaceae.2","succinate_ribose","SA","succinate","ribose",0.04255960675,0.0194626346577041,0.000185874875,8.33417876124614e-05
1,"Enterobacteriaceae.4","glucose_glutamine","SA","glucose","glutamine",9.28e-05,0,0,0
1,"Enterobacteriaceae.7","glucose_benzoate","SA","glucose","benzoate",0,0,0.00395628566666667,0.00123071803798982
1,"Enterobacteriaceae.7","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.00286449725,0.000890451967267348
1,"Enterobacteriaceae.7","glucose_fructose","SS","glucose","fructose",0.00262083675,0.00170071507754157,0.0021182980625,0.000723589320619015
1,"Enterobacteriaceae.7","glucose_fumarate","SA","glucose","fumarate",0,0,0.00234093475,0.000729300731331838
1,"Enterobacteriaceae.7","glucose_glutamine","SA","glucose","glutamine",0.000463865,0.000463865,0.0022582855,0.000771889083324222
1,"Enterobacteriaceae.7","glucose_glycerol","SS","glucose","glycerol",0.00473142225,0.00473142225,0.0024018823125,0.000819279956684663
1,"Enterobacteriaceae.7","glucose_glycine","SA","glucose","glycine",0,0,0.00358823945454545,0.00109155664976046
1,"Enterobacteriaceae.7","glucose_ribose","SS","glucose","ribose",0.0038964655,0.00314426065923479,0.0054443160625,0.00112902030059525
1,"Enterobacteriaceae.7","succinate_fructose","SA","succinate","fructose",0.00170083833333333,0.000222998538985747,0,0
1,"Enterobacteriaceae.7","succinate_glutamine","AA","succinate","glutamine",0.0041747845,0.0017626865,0,0
1,"Enterobacteriaceae.7","succinate_glycerol","SA","succinate","glycerol",0.004916968,0,0,0
1,"Enterobacteriaceae.7","succinate_glycine","AA","succinate","glycine",0,0,0.001114784875,6.36192259985807e-05
1,"Enterobacteriaceae.7","succinate_ribose","SA","succinate","ribose",0,0,0.0043116505,0.000911652733754799
1,"Enterobacteriaceae.8","glucose_benzoate","SA","glucose","benzoate",0,0,0.0067386689375,0.000453442759896499
1,"Enterobacteriaceae.8","glucose_cellobiose","SS","glucose","cellobiose",0.04165507,0.00400019050058438,0.02828278075,0.0030991340522653
1,"Enterobacteriaceae.8","glucose_fructose","SS","glucose","fructose",0.01062250675,0.00462974988339855,0.0118832256875,0.0017629534408757
1,"Enterobacteriaceae.8","glucose_fumarate","SA","glucose","fumarate",0.59641432425,0.0438123037386739,0.0085147434375,0.000295590809250798
1,"Enterobacteriaceae.8","glucose_glutamine","SA","glucose","glutamine",0.01015864175,0.00600479664089368,0.0051339149375,0.000410019696764776
1,"Enterobacteriaceae.8","glucose_glycerol","SS","glucose","glycerol",0.0850264405,0.0182245793256534,0.3077941068125,0.0182951129738294
1,"Enterobacteriaceae.8","glucose_glycine","SA","glucose","glycine",0.119646225666667,0.036154190065945,0.0084067305,0.000790939574910814
1,"Enterobacteriaceae.8","glucose_ribose","SS","glucose","ribose",0.02748399675,0.00727221993208288,0.0066294550625,0.000475466100438423
1,"Enterobacteriaceae.8","succinate_benzoate","AA","succinate","benzoate",0,0,0.002512979875,0.000294672392512429
1,"Enterobacteriaceae.8","succinate_cellobiose","SA","succinate","cellobiose",0.0305686985,0.0124001831967627,0.0266131329375,0.00331955459706615
1,"Enterobacteriaceae.8","succinate_fructose","SA","succinate","fructose",0.000950923,0.000950923,0.0092464900625,0.00186561692009156
1,"Enterobacteriaceae.8","succinate_fumarate","AA","succinate","fumarate",0.009880323,0.00221249476227802,0.0061837083125,0.000258676660778225
1,"Enterobacteriaceae.8","succinate_glutamine","AA","succinate","glutamine",0,0,0.00214625328571429,0.000308632117364305
1,"Enterobacteriaceae.8","succinate_glycerol","SA","succinate","glycerol",0.02474719375,0.00279562817023996,0.325272356125,0.0202066661925866
1,"Enterobacteriaceae.8","succinate_glycine","AA","succinate","glycine",0,0,0.00486830725,0.00080194890398553
1,"Enterobacteriaceae.8","succinate_ribose","SA","succinate","ribose",0,0,0.00343792086666667,0.000375279635688336
1,"Enterococcus","glucose_benzoate","SA","glucose","benzoate",0.00053344475,0.000335300925621392,0.0040116410625,0.00044145700990263
1,"Enterococcus","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.00168674125833333,0.000385202496807338
1,"Enterococcus","glucose_fructose","SS","glucose","fructose",0,0,4.48304375e-05,1.75614959232549e-07
1,"Enterococcus","glucose_fumarate","SA","glucose","fumarate",0.0039892385,0.00186509854038308,0.00021421525,8.76412878957924e-05
1,"Enterococcus","glucose_glutamine","SA","glucose","glutamine",0.00582150475,0.00181575113891503,0.0047148656875,0.000526808663597007
1,"Enterococcus","glucose_glycerol","SS","glucose","glycerol",0,0,5.0836475e-05,2.0532092627849e-07
1,"Enterococcus","glucose_glycine","SA","glucose","glycine",0,0,0.0001785298875,4.69764752961539e-05
1,"Enterococcus","glucose_ribose","SS","glucose","ribose",0,0,5.13015e-05,5.97192762610437e-07
1,"Enterococcus","succinate_benzoate","AA","succinate","benzoate",0.00533444675,0.0011528388408584,0.004750874375,0.000507221093946474
1,"Enterococcus","succinate_cellobiose","SA","succinate","cellobiose",0.00085815025,0.000121994437279858,0.001605549625,0.000367688992252951
1,"Enterococcus","succinate_fructose","SA","succinate","fructose",0.00044067175,9.56282195513568e-05,0.00028185975,2.64838552202878e-05
1,"Enterococcus","succinate_fumarate","AA","succinate","fumarate",0.00025512575,9.56282195513568e-05,0.0004352978125,9.50775175808412e-05
1,"Enterococcus","succinate_glutamine","AA","succinate","glutamine",0,0,0.0052908175,0.000563845446549326
1,"Enterococcus","succinate_glycerol","SA","succinate","glycerol",0.000487065,0.000317724981358354,0.0003235859375,3.08979703810877e-05
1,"Enterococcus","succinate_glycine","AA","succinate","glycine",0,0,0.000451392333333333,5.81722248501826e-05
1,"Enterococcus","succinate_ribose","SA","succinate","ribose",0,0,0.00032689525,3.13950117232685e-05
1,"Escherichia/Shigella","succinate_fructose","SA","succinate","fructose",0.001020503,0,0,0
1,"Escherichia/Shigella","succinate_ribose","SA","succinate","ribose",0.001206049,0,0,0
1,"Escherichia/Shigella.1","succinate_glycine","AA","succinate","glycine",0.000278319,0,0,0
1,"Flavobacterium.11","glucose_fumarate","SA","glucose","fumarate",0,0,0.0002811285,3.19434389455278e-06
1,"Flavobacterium.11","succinate_fumarate","AA","succinate","fumarate",0,0,0.00029484075,7.75816775378267e-06
1,"Flavobacterium.8","glucose_glycine","SA","glucose","glycine",9.28e-05,0,0,0
1,"Gammaproteobacteria.7","succinate_glycerol","SA","succinate","glycerol",9.28e-05,0,0,0
1,"Herbaspirillum","glucose_benzoate","SA","glucose","benzoate",4.63865e-05,4.63865e-05,0.00038317665625,0.000123413490903468
1,"Herbaspirillum","glucose_cellobiose","SS","glucose","cellobiose",0.000185546,0,0,0
1,"Herbaspirillum","glucose_fructose","SS","glucose","fructose",2.32e-05,2.32e-05,4.864011875e-05,1.54000763236643e-05
1,"Herbaspirillum","glucose_fumarate","SA","glucose","fumarate",0.01043696075,0.00462727052200374,0.0005349299375,8.28690336379976e-05
1,"Herbaspirillum","glucose_glutamine","SA","glucose","glutamine",0.06946377225,0.0193102822678548,0.0157625946875,0.00378737736194254
1,"Herbaspirillum","glucose_glycerol","SS","glucose","glycerol",2.32e-05,2.32e-05,0.000959004875,0.000238513624941216
1,"Herbaspirillum","glucose_glycine","SA","glucose","glycine",0.000123706333333333,8.18163950976684e-05,0.000234984416666667,5.80027461904017e-05
1,"Herbaspirillum","glucose_ribose","SS","glucose","ribose",0,0,0.0012234375625,7.21909174357579e-05
1,"Herbaspirillum","succinate_benzoate","AA","succinate","benzoate",0,0,0.002691302375,0.000475488928092617
1,"Herbaspirillum","succinate_cellobiose","SA","succinate","cellobiose",0.065868819,0.00589735118173093,0.0016300569375,0.000341316931667335
1,"Herbaspirillum","succinate_fructose","SA","succinate","fructose",0.04415994075,0.0248761665518674,0.0016581390625,0.000336088423808558
1,"Herbaspirillum","succinate_fumarate","AA","succinate","fumarate",0.00071899075,0.000658595738273408,0.0018862045,0.000285910761583925
1,"Herbaspirillum","succinate_glutamine","AA","succinate","glutamine",0.00011596625,6.957975e-05,0.01848903825,0.00403623252283756
1,"Herbaspirillum","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,0.00285393975,0.000445182394408269
1,"Herbaspirillum","succinate_glycine","AA","succinate","glycine",0,0,0.00223539633333333,0.000479045012530491
1,"Herbaspirillum","succinate_ribose","SA","succinate","ribose",0.00204100575,0.00170603106711779,0.003155401,0.000374041913141384
1,"Klebsiella.1","glucose_benzoate","SA","glucose","benzoate",0,0,0.023995263375,0.0053855784248942
1,"Klebsiella.1","glucose_cellobiose","SS","glucose","cellobiose",0.0046618425,0.00100875067452786,0.019953242,0.00390186769311872
1,"Klebsiella.1","glucose_fructose","SS","glucose","fructose",0.02166249175,0.0101164037078891,0.019164940625,0.00384080604231523
1,"Klebsiella.1","glucose_fumarate","SA","glucose","fumarate",0,0,0.0140244514375,0.0032004694424922
1,"Klebsiella.1","glucose_glutamine","SA","glucose","glutamine",0.0035253735,0.002967043848474,0.018906921875,0.00411460619022817
1,"Klebsiella.1","glucose_glycerol","SS","glucose","glycerol",0.04427590675,0.0284738356523726,0.02458364775,0.00505660295663548
1,"Klebsiella.1","glucose_glycine","SA","glucose","glycine",0.0104524226666667,0.00853584273415737,0.0316640411666667,0.00592578750076197
1,"Klebsiella.1","glucose_ribose","SS","glucose","ribose",0.0369004545,0.0221569642369662,0.0433892655625,0.00701142085756195
1,"Klebsiella.1","succinate_benzoate","AA","succinate","benzoate",0.00071899075,0.000228427021211507,0.028493847,0.0101483002454221
1,"Klebsiella.1","succinate_cellobiose","SA","succinate","cellobiose",0.02307728,0.00506914381033794,0.02307088225,0.00724176968561335
1,"Klebsiella.1","succinate_fructose","SA","succinate","fructose",0.01535392875,0.00165025558577171,0.022196235125,0.007135524070551
1,"Klebsiella.1","succinate_fumarate","AA","succinate","fumarate",0,0,0.0200924907692308,0.00688256965990245
1,"Klebsiella.1","succinate_glutamine","AA","succinate","glutamine",0.07618981375,0.0147895277625924,0.0221016789375,0.00764514317874765
1,"Klebsiella.1","succinate_glycerol","SA","succinate","glycerol",0.10808052675,0.0360451997628945,0.02835098825,0.00855690147099604
1,"Klebsiella.1","succinate_glycine","AA","succinate","glycine",0.001577141,0.000334497808478621,0.036230964,0.010491259641525
1,"Klebsiella.1","succinate_ribose","SA","succinate","ribose",0.00971797,0.00225770089222735,0.0485132359375,0.00998285750979868
1,"Klebsiella.3","glucose_glycine","SA","glucose","glycine",0,0,0.00344275375,0.00014973623163151
1,"Klebsiella.3","glucose_ribose","SS","glucose","ribose",0,0,0.00072058025,1.13652133458125e-05
1,"Klebsiella.3","succinate_glycine","AA","succinate","glycine",0,0,0.00369987625,0.000183179146986997
1,"Klebsiella.3","succinate_ribose","SA","succinate","ribose",0,0,0.0007707085,2.84809165509703e-05
1,"Lachnoclostridium_5.2","glucose_fumarate","SA","glucose","fumarate",0.00030151225,0.00030151225,0.0007752074375,0.000211713476851852
1,"Lachnoclostridium_5.2","glucose_glycine","SA","glucose","glycine",0,0,0.00103432225,1.8125761144363e-05
1,"Lachnoclostridium_5.2","succinate_fumarate","AA","succinate","fumarate",0,0,0.001625686625,0.00015165664946716
1,"Lachnoclostridium_5.2","succinate_glutamine","AA","succinate","glutamine",0.001391595,0,0,0
1,"Lachnoclostridium_5.2","succinate_glycine","AA","succinate","glycine",0.000525713666666667,0.000525713666666667,0.000371719833333333,0.000159107605887652
1,"Lachnoclostridium_5.3","glucose_glutamine","SA","glucose","glutamine",0,0,0.000170371,2.6759690768019e-06
1,"Lachnoclostridium_5.3","succinate_glutamine","AA","succinate","glutamine",0,0,0.0001821685,6.70250272286405e-06
1,"Lachnospiraceae.8","glucose_fumarate","SA","glucose","fumarate",0.00336302075,0.00336302075,0.0003232979375,0.000144620560919989
1,"Lachnospiraceae.8","glucose_glycine","SA","glucose","glycine",0,0,0.003451388,0.000303804293481958
1,"Lachnospiraceae.8","succinate_benzoate","AA","succinate","benzoate",0,0,0.000247174,1.21618457823364e-05
1,"Lachnospiraceae.8","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00017722475,1.94973051022443e-06
1,"Lachnospiraceae.8","succinate_fructose","SA","succinate","fructose",0,0,0.000174681,3.22298257312484e-07
1,"Lachnospiraceae.8","succinate_fumarate","AA","succinate","fumarate",0.0013684015,0.000884491126002262,0.000375108875,0.000152495038181927
1,"Lachnospiraceae.8","succinate_glutamine","AA","succinate","glutamine",0.0006957975,0.000429336230802173,4.66345e-05,2.08815581656398e-05
1,"Lachnospiraceae.8","succinate_glycerol","SA","succinate","glycerol",0,0,0.0001987225,7.40239206833399e-07
1,"Lachnospiraceae.8","succinate_glycine","AA","succinate","glycine",0.000247394666666667,0.000247394666666667,0.0025316525,0.000572974891226119
1,"Lachnospiraceae.8","succinate_ribose","SA","succinate","ribose",0,0,0.0002005955,3.52391168778863e-06
1,"Mangrovibacter","glucose_fumarate","SA","glucose","fumarate",0.000463865,0.000185546,0,0
1,"Novosphingobium","glucose_benzoate","SA","glucose","benzoate",0,0,3.7253625e-05,6.49198849063212e-07
1,"Novosphingobium","glucose_glutamine","SA","glucose","glutamine",0,0,0.000170371,2.6759690768019e-06
1,"Novosphingobium","succinate_benzoate","AA","succinate","benzoate",0,0,4.0147175e-05,1.64650627814118e-06
1,"Novosphingobium","succinate_glutamine","AA","succinate","glutamine",2.32e-05,2.32e-05,4.5542125e-05,2.0422125429069e-05
1,"Nubsella.2","glucose_benzoate","SA","glucose","benzoate",0,0,0.0018342072,0.000457566717631239
1,"Nubsella.2","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.0009415063,0.0001522943837984
1,"Nubsella.2","glucose_fructose","SS","glucose","fructose",0,0,0.00092252175,0.000147421401978642
1,"Nubsella.2","glucose_fumarate","SA","glucose","fumarate",0,0,0.0059392623125,0.00063734991540648
1,"Nubsella.2","glucose_glutamine","SA","glucose","glutamine",0,0,0.0046196045,0.00109290282351306
1,"Nubsella.2","glucose_glycerol","SS","glucose","glycerol",0,0,0.00104557925,0.000166700468994836
1,"Nubsella.2","glucose_glycine","SA","glucose","glycine",0,0,0.000653651475,0.000198599787814173
1,"Nubsella.2","glucose_ribose","SS","glucose","ribose",0,0,0.0009231806,0.000182293778331096
1,"Nubsella.2","succinate_benzoate","AA","succinate","benzoate",0.01335931675,0.0123877099541846,0.0101329063125,0.00349374543532372
1,"Nubsella.2","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.0061829278125,0.002343131085197
1,"Nubsella.2","succinate_fructose","SA","succinate","fructose",0,0,0.0059583046875,0.00230280761966888
1,"Nubsella.2","succinate_fumarate","AA","succinate","fumarate",0.001020503,0.000508138648274268,0.010654204,0.00202277551988901
1,"Nubsella.2","succinate_glutamine","AA","succinate","glutamine",2.32e-05,2.32e-05,0.0108086410625,0.00278939692083512
1,"Nubsella.2","succinate_glycerol","SA","succinate","glycerol",0,0,0.0068819461875,0.0026642953690402
1,"Nubsella.2","succinate_glycine","AA","succinate","glycine",0.029594582,0.029594582,0.00763567416666667,0.0034156407996218
1,"Nubsella.2","succinate_ribose","SA","succinate","ribose",0,0,0.0070090808125,0.00269690535038319
1,"Ochrobactrum","glucose_benzoate","SA","glucose","benzoate",0,0,0.000250743308333333,5.35262714269591e-05
1,"Ochrobactrum","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.00020183585,3.8145667309248e-05
1,"Ochrobactrum","glucose_fructose","SS","glucose","fructose",0,0,0.000224973,3.47170165666019e-05
1,"Ochrobactrum","glucose_fumarate","SA","glucose","fumarate",0.00011596625,6.957975e-05,0.001063778875,6.25705302863547e-05
1,"Ochrobactrum","glucose_glutamine","SA","glucose","glutamine",0.00071899075,0.000425771472687594,0.00015184,3.88223070888375e-05
1,"Ochrobactrum","glucose_glycerol","SS","glucose","glycerol",0,0,0.00025498725,3.92531937898734e-05
1,"Ochrobactrum","glucose_glycine","SA","glucose","glycine",0,0,0.00467049758333333,0.000988445493999883
1,"Ochrobactrum","glucose_ribose","SS","glucose","ribose",0,0,0.00022301946,4.35482181897701e-05
1,"Ochrobactrum","succinate_benzoate","AA","succinate","benzoate",0,0,0.008390581625,0.00210719026791791
1,"Ochrobactrum","succinate_cellobiose","SA","succinate","cellobiose",0.00429075075,0.00230454973163289,0.0059616268125,0.00151885759811727
1,"Ochrobactrum","succinate_fructose","SA","succinate","fructose",0.01414788025,0.0039375728995403,0.0058620204375,0.00149732332350436
1,"Ochrobactrum","succinate_fumarate","AA","succinate","fumarate",0.00967158375,0.00230143558561352,0.0058426655625,0.0012367574183869
1,"Ochrobactrum","succinate_glutamine","AA","succinate","glutamine",0.00378049925,0.00122045842953399,0.0063012669375,0.00159886497128663
1,"Ochrobactrum","succinate_glycerol","SA","succinate","glycerol",0.000371092,0.000227246511907224,0.006684018,0.00169634221502506
1,"Ochrobactrum","succinate_glycine","AA","succinate","glycine",0.00219562766666667,0.000409090477302325,0.0121289015,0.00232618335378826
1,"Ochrobactrum","succinate_ribose","SA","succinate","ribose",4.63865e-05,4.63865e-05,0.0067598451875,0.00171308799596687
1,"Paenibacillus.1","glucose_glycine","SA","glucose","glycine",0.000371092,0,0,0
1,"Paenibacillus.2","succinate_glycerol","SA","succinate","glycerol",0.000402016333333333,0.000111499269492874,0,0
1,"Paenibacillus.3","glucose_fumarate","SA","glucose","fumarate",0.0021801655,0.000403500341086494,1.41732e-05,6.3400433655917e-06
1,"Paenibacillus.3","glucose_glutamine","SA","glucose","glutamine",0.001669914,0,0,0
1,"Paenibacillus.3","glucose_glycine","SA","glucose","glycine",0.0025048705,0.0015771405,0,0
1,"Paenibacillus.3","succinate_fumarate","AA","succinate","fumarate",0,0,5.94209e-05,1.5433699200127e-06
1,"Pectobacterium","glucose_glycerol","SS","glucose","glycerol",0.000556638,0,0,0
1,"Providencia","glucose_benzoate","SA","glucose","benzoate",0,0,0.00041815645,7.31784130184567e-05
1,"Providencia","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000135033,1.46399521857143e-06
1,"Providencia","glucose_fructose","SS","glucose","fructose",0,0,0.000384067923076923,5.14431830989498e-05
1,"Providencia","glucose_fumarate","SA","glucose","fumarate",0,0,0.0003796248,8.86099526347288e-05
1,"Providencia","glucose_glutamine","SA","glucose","glutamine",0,0,0.000729772384615385,0.000210058794691084
1,"Providencia","glucose_glycerol","SS","glucose","glycerol",0,0,0.00015114725,5.53744732856817e-07
1,"Providencia","glucose_glycine","SA","glucose","glycine",0,0,0.00098653225,0.000251238434680482
1,"Providencia","glucose_ribose","SS","glucose","ribose",0,0,0.000523899230769231,8.56028664404556e-05
1,"Providencia","succinate_benzoate","AA","succinate","benzoate",0,0,0.0006242365875,9.11784261980787e-05
1,"Providencia","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000207193775,3.94531334253408e-05
1,"Providencia","succinate_fructose","SA","succinate","fructose",0,0,0.000478511913333333,6.67424954339251e-05
1,"Providencia","succinate_fumarate","AA","succinate","fumarate",0,0,0.000394482392857143,8.41794465520778e-05
1,"Providencia","succinate_glutamine","AA","succinate","glutamine",0.00482419525,0.00347186686957854,0.000755908625,0.000198540444831103
1,"Providencia","succinate_glycerol","SA","succinate","glycerol",0,0,0.000233912566666667,4.46621613283351e-05
1,"Providencia","succinate_glycine","AA","succinate","glycine",0,0,0.00120782216666667,0.000275467618275967
1,"Providencia","succinate_ribose","SA","succinate","ribose",0,0,0.000630709853333333,9.87830625128311e-05
1,"Pseudarthrobacter","glucose_benzoate","SA","glucose","benzoate",0,0,0.00010082175,1.87547873732726e-06
1,"Pseudarthrobacter","succinate_benzoate","AA","succinate","benzoate",0,0,0.000109242975,4.79727476114912e-06
1,"Pseudomonas.11","glucose_glycine","SA","glucose","glycine",0,0,0.00339220175,8.17256087262104e-05
1,"Pseudomonas.11","succinate_glycine","AA","succinate","glycine",0,0,0.003651974875,0.000125672903112951
1,"Pseudomonas.13","glucose_benzoate","SA","glucose","benzoate",0,0,0.000372428,6.49030471806473e-06
1,"Pseudomonas.13","glucose_fructose","SS","glucose","fructose",0,0,0.000584116,8.0378403297569e-06
1,"Pseudomonas.13","glucose_fumarate","SA","glucose","fumarate",0,0,0.00016769125,1.92279858431229e-06
1,"Pseudomonas.13","glucose_glutamine","SA","glucose","glutamine",0,0,0.003609896,5.03015153863844e-05
1,"Pseudomonas.13","glucose_glycine","SA","glucose","glycine",0,0,0.169585126166667,0.0357990160111506
1,"Pseudomonas.13","succinate_benzoate","AA","succinate","benzoate",0,0,0.00040135475,1.64600820997092e-05
1,"Pseudomonas.13","succinate_fructose","SA","succinate","fructose",0,0,0.000619128,1.98550662510437e-05
1,"Pseudomonas.13","succinate_fumarate","AA","succinate","fumarate",0,0,0.00017595,4.67349776220481e-06
1,"Pseudomonas.13","succinate_glutamine","AA","succinate","glutamine",0,0,0.00382924025,0.000124407442406912
1,"Pseudomonas.13","succinate_glycerol","SA","succinate","glycerol",0.005659152,0,0,0
1,"Pseudomonas.13","succinate_glycine","AA","succinate","glycine",0,0,0.18257794875,0.0387953241138927
1,"Pseudomonas.17","glucose_benzoate","SA","glucose","benzoate",0.515168383,0.0139592258641812,0.1853063744375,0.00461814867979854
1,"Pseudomonas.17","glucose_cellobiose","SS","glucose","cellobiose",0.00090453675,0.000179154407663415,0.00571708725,0.00143998755064311
1,"Pseudomonas.17","glucose_fructose","SS","glucose","fructose",0.0006030245,8.03437747852937e-05,0.0056570316875,0.00139988598144968
1,"Pseudomonas.17","glucose_fumarate","SA","glucose","fumarate",0.00445310325,0.00144817014404462,0.0156297216875,0.00145571010060843
1,"Pseudomonas.17","glucose_glutamine","SA","glucose","glutamine",0.161703312,0.0466687611121528,0.247317759,0.0071445473095403
1,"Pseudomonas.17","glucose_glycerol","SS","glucose","glycerol",0.0004174785,0.000243988874559716,0.0057517360625,0.00158865539197049
1,"Pseudomonas.17","glucose_glycine","SA","glucose","glycine",0.000958654333333333,0.000202784414738357,0.0313916779166667,0.00460017889082363
1,"Pseudomonas.17","glucose_ribose","SS","glucose","ribose",0.0005334515,0.000215497180235806,0.0070607646875,0.00160561272285482
1,"Pseudomonas.17","succinate_benzoate","AA","succinate","benzoate",0.598200204,0.0961016251742453,0.3077958370625,0.0176412482236811
1,"Pseudomonas.17","succinate_cellobiose","SA","succinate","cellobiose",0.13579645625,0.0190143648008538,0.0801154335,0.00973465731355727
1,"Pseudomonas.17","succinate_fructose","SA","succinate","fructose",0.0959736525,0.0533504824604997,0.0789180306875,0.00957154042702536
1,"Pseudomonas.17","succinate_fumarate","AA","succinate","fumarate",0.00113646925,0.000504419862764208,0.075959605625,0.00791014771177821
1,"Pseudomonas.17","succinate_glutamine","AA","succinate","glutamine",0.0009741165,0.000318009822121503,0.3414530285,0.0140902136526307
1,"Pseudomonas.17","succinate_glycerol","SA","succinate","glycerol",0.001020503,0.000125615235818882,0.0898024999375,0.011009584211957
1,"Pseudomonas.17","succinate_glycine","AA","succinate","glycine",0.191699910333333,0.190725810755853,0.124998862916667,0.0150592862140375
1,"Pseudomonas.17","succinate_ribose","SA","succinate","ribose",0.07143519825,0.0439328978123674,0.092056222625,0.011153686119515
1,"Pseudomonas.18","glucose_benzoate","SA","glucose","benzoate",0.000463865,0,0,0
1,"Pseudomonas.18","glucose_glycine","SA","glucose","glycine",0,0,0.00499301475,5.84789380277055e-05
1,"Pseudomonas.18","succinate_glycine","AA","succinate","glycine",0,0,0.00537483625,0.000142940417564171
1,"Pseudomonas.21","glucose_benzoate","SA","glucose","benzoate",0.000649411,6.56004174110196e-05,0.0596026745,0.0150922905846738
1,"Pseudomonas.21","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.0010861318,0.000213339251899869
1,"Pseudomonas.21","glucose_fructose","SS","glucose","fructose",0,0,0.00095767056,0.000222822003367168
