,Family,ESV,Class,Resource,c_ia,Treatment
465,F1,S25,T1,R11,2.2669543760577597,Unspecialised
466,F1,S26,T1,R11,0.7011270985163902,Unspecialised
467,F1,S27,T1,R11,0.5517823715274188,Unspecialised
468,F1,S28,T1,R11,0.07938454095511532,Unspecialised
469,F1,S29,T1,R11,0.2964971740114193,Unspecialised
470,F1,S30,T1,R11,1.1460466719086966,Unspecialised
471,F1,S31,T1,R11,0.01934313486867771,Unspecialised
472,F1,S32,T1,R11,0.031100041129123443,Unspecialised
473,F1,S33,T1,R11,0.013685529650661596,Unspecialised
474,F1,S34,T1,R11,0.8050990300460775,Unspecialised
475,F1,S35,T1,R11,0.11206780505283535,Unspecialised
476,F1,S36,T1,R11,0.5247869492203421,Unspecialised
477,F1,S37,T1,R11,1.6221426514469108,Unspecialised
478,F1,S38,T1,R11,0.3386233864181735,Unspecialised
479,F1,S39,T1,R11,5.474326170511344,Unspecialised
480,F0,S0,T1,R12,3.0848336626923336,Unspecialised
481,F0,S1,T1,R12,0.0098742129321741,Unspecialised
482,F0,S2,T1,R12,0.026168140670740136,Unspecialised
483,F0,S3,T1,R12,0.22076605682319222,Unspecialised
484,F0,S4,T1,R12,0.0774943351650281,Unspecialised
485,F0,S5,T1,R12,0.1987619974585786,Unspecialised
486,F0,S6,T1,R12,2.864688902203257,Unspecialised
487,F0,S7,T1,R12,0.12484547308554612,Unspecialised
488,F0,S8,T1,R12,0.22966251818048525,Unspecialised
489,F0,S9,T1,R12,0.21434227728275207,Unspecialised
490,F0,S10,T1,R12,0.2982694676130084,Unspecialised
491,F0,S11,T1,R12,0.4669334732386537,Unspecialised
492,F0,S12,T1,R12,0.0037195744776976646,Unspecialised
493,F0,S13,T1,R12,0.018806459340214698,Unspecialised
494,F0,S14,T1,R12,0.12143262941842772,Unspecialised
495,F0,S15,T1,R12,2.757115085923251,Unspecialised
496,F0,S16,T1,R12,0.05469248208552225,Unspecialised
497,F0,S17,T1,R12,0.9587726648855414,Unspecialised
498,F0,S18,T1,R12,0.20777258832615916,Unspecialised
499,F0,S19,T1,R12,0.0016717488405824878,Unspecialised
500,F1,S20,T1,R12,0.7939202987355607,Unspecialised
501,F1,S21,T1,R12,0.08353173400526304,Unspecialised
502,F1,S22,T1,R12,0.4408286329706698,Unspecialised
503,F1,S23,T1,R12,0.001574682103971595,Unspecialised
504,F1,S24,T1,R12,1.2799033951828762,Unspecialised
505,F1,S25,T1,R12,0.01107264417407177,Unspecialised
506,F1,S26,T1,R12,0.0029523381257385802,Unspecialised
507,F1,S27,T1,R12,4.5226478486800485e-05,Unspecialised
508,F1,S28,T1,R12,0.35197921840985125,Unspecialised
509,F1,S29,T1,R12,1.090409912281243,Unspecialised
510,F1,S30,T1,R12,0.017084975759824445,Unspecialised
511,F1,S31,T1,R12,0.0021746235631613,Unspecialised
512,F1,S32,T1,R12,0.493656375605479,Unspecialised
513,F1,S33,T1,R12,0.21939067287361672,Unspecialised
514,F1,S34,T1,R12,0.23358127281292212,Unspecialised
515,F1,S35,T1,R12,0.4297641687326936,Unspecialised
516,F1,S36,T1,R12,0.3370413234170263,Unspecialised
517,F1,S37,T1,R12,0.4225836260636911,Unspecialised
518,F1,S38,T1,R12,0.08840376730074553,Unspecialised
519,F1,S39,T1,R12,0.04995658340354842,Unspecialised
520,F0,S0,T1,R13,0.15817567055438453,Unspecialised
521,F0,S1,T1,R13,0.5227169409851729,Unspecialised
522,F0,S2,T1,R13,0.23268241426889816,Unspecialised
523,F0,S3,T1,R13,0.6303073929414132,Unspecialised
524,F0,S4,T1,R13,0.14786929100539228,Unspecialised
525,F0,S5,T1,R13,1.5524818324451135,Unspecialised
526,F0,S6,T1,R13,0.7026525648840973,Unspecialised
527,F0,S7,T1,R13,1.37234715852536,Unspecialised
528,F0,S8,T1,R13,0.06940332838667755,Unspecialised
529,F0,S9,T1,R13,2.4071353576855374,Unspecialised
530,F0,S10,T1,R13,0.003605992364834594,Unspecialised
531,F0,S11,T1,R13,1.2215972894934835,Unspecialised
532,F0,S12,T1,R13,0.8674924763350523,Unspecialised
533,F0,S13,T1,R13,0.0031366758463048368,Unspecialised
534,F0,S14,T1,R13,0.22850357162971133,Unspecialised
535,F0,S15,T1,R13,0.4009502636558052,Unspecialised
536,F0,S16,T1,R13,0.7655099121471118,Unspecialised
537,F0,S17,T1,R13,0.17186784117804754,Unspecialised
538,F0,S18,T1,R13,0.014649567150675941,Unspecialised
539,F0,S19,T1,R13,0.018562349867729085,Unspecialised
540,F1,S20,T1,R13,0.8101535060307123,Unspecialised
541,F1,S21,T1,R13,1.6818620703453195,Unspecialised
542,F1,S22,T1,R13,0.04646102767552383,Unspecialised
543,F1,S23,T1,R13,0.0808349624503548,Unspecialised
544,F1,S24,T1,R13,0.5298591389974594,Unspecialised
545,F1,S25,T1,R13,0.5147483677975162,Unspecialised
546,F1,S26,T1,R13,0.0009086878835161981,Unspecialised
547,F1,S27,T1,R13,0.18854927258922086,Unspecialised
548,F1,S28,T1,R13,0.502665781189662,Unspecialised
549,F1,S29,T1,R13,0.2605632589811455,Unspecialised
550,F1,S30,T1,R13,0.5852747658866377,Unspecialised
551,F1,S31,T1,R13,0.29286670645402896,Unspecialised
552,F1,S32,T1,R13,0.21618362664171148,Unspecialised
553,F1,S33,T1,R13,0.04030062088699446,Unspecialised
554,F1,S34,T1,R13,0.4312001964616997,Unspecialised
555,F1,S35,T1,R13,0.06959591538945911,Unspecialised
556,F1,S36,T1,R13,0.2489193933907382,Unspecialised
557,F1,S37,T1,R13,0.4321141494802701,Unspecialised
558,F1,S38,T1,R13,0.10213812132919162,Unspecialised
559,F1,S39,T1,R13,0.208788103184585,Unspecialised
560,F0,S0,T1,R14,0.19061385629077085,Unspecialised
561,F0,S1,T1,R14,0.914425019988561,Unspecialised
562,F0,S2,T1,R14,0.00123607506270491,Unspecialised
563,F0,S3,T1,R14,0.033772726234597525,Unspecialised
564,F0,S4,T1,R14,1.823860676220659,Unspecialised
565,F0,S5,T1,R14,0.0007753175506985525,Unspecialised
566,F0,S6,T1,R14,0.8703833683452377,Unspecialised
567,F0,S7,T1,R14,0.40569009493565167,Unspecialised
568,F0,S8,T1,R14,0.8524534532713688,Unspecialised
569,F0,S9,T1,R14,0.013790497694473807,Unspecialised
570,F0,S10,T1,R14,0.5080017312332227,Unspecialised
571,F0,S11,T1,R14,0.18123563249032756,Unspecialised
572,F0,S12,T1,R14,0.34862482742680123,Unspecialised
573,F0,S13,T1,R14,0.10655358935428076,Unspecialised
574,F0,S14,T1,R14,0.5606918651127804,Unspecialised
575,F0,S15,T1,R14,0.11040572186010672,Unspecialised
576,F0,S16,T1,R14,0.23746970412435647,Unspecialised
577,F0,S17,T1,R14,0.12102147689157777,Unspecialised
578,F0,S18,T1,R14,0.42878781503085656,Unspecialised
579,F0,S19,T1,R14,0.13556486708714363,Unspecialised
580,F1,S20,T1,R14,0.06903550667277629,Unspecialised
581,F1,S21,T1,R14,0.027446522924039637,Unspecialised
582,F1,S22,T1,R14,0.008446783379153455,Unspecialised
583,F1,S23,T1,R14,0.19593816812834838,Unspecialised
584,F1,S24,T1,R14,1.164981355333939,Unspecialised
585,F1,S25,T1,R14,0.47132799773030004,Unspecialised
586,F1,S26,T1,R14,1.3819254321650365,Unspecialised
587,F1,S27,T1,R14,0.017883923283562253,Unspecialised
588,F1,S28,T1,R14,0.2955664090697386,Unspecialised
589,F1,S29,T1,R14,0.01480516398889713,Unspecialised
590,F1,S30,T1,R14,0.293438623603551,Unspecialised
591,F1,S31,T1,R14,0.04653942053624915,Unspecialised
592,F1,S32,T1,R14,0.1814635249636207,Unspecialised
593,F1,S33,T1,R14,0.0011689004921936173,Unspecialised
594,F1,S34,T1,R14,0.12934795922606504,Unspecialised
595,F1,S35,T1,R14,0.009423090473020273,Unspecialised
596,F1,S36,T1,R14,1.9317858979825075,Unspecialised
597,F1,S37,T1,R14,0.07001183945219802,Unspecialised
598,F1,S38,T1,R14,0.17036388705964503,Unspecialised
599,F1,S39,T1,R14,0.5523605282542379,Unspecialised
600,F0,S0,T1,R15,0.6905254695911119,Unspecialised
601,F0,S1,T1,R15,3.3487535300781084,Unspecialised
602,F0,S2,T1,R15,0.5714962021927239,Unspecialised
603,F0,S3,T1,R15,1.168847294991732,Unspecialised
604,F0,S4,T1,R15,1.6565721641422073,Unspecialised
605,F0,S5,T1,R15,0.19803595622983364,Unspecialised
606,F0,S6,T1,R15,0.02598864469471248,Unspecialised
607,F0,S7,T1,R15,0.18854016790577136,Unspecialised
608,F0,S8,T1,R15,0.4763456640504334,Unspecialised
609,F0,S9,T1,R15,0.02002775353641209,Unspecialised
610,F0,S10,T1,R15,2.5375075009964294,Unspecialised
611,F0,S11,T1,R15,0.23558799040659895,Unspecialised
612,F0,S12,T1,R15,1.9540880048544647,Unspecialised
613,F0,S13,T1,R15,0.009050960194418494,Unspecialised
614,F0,S14,T1,R15,0.1291989650963951,Unspecialised
615,F0,S15,T1,R15,0.06768632429256473,Unspecialised
616,F0,S16,T1,R15,0.30351473006290347,Unspecialised
617,F0,S17,T1,R15,0.15625078651418312,Unspecialised
618,F0,S18,T1,R15,0.1631964877927515,Unspecialised
619,F0,S19,T1,R15,0.5169827504109764,Unspecialised
620,F1,S20,T1,R15,0.8693180660346465,Unspecialised
621,F1,S21,T1,R15,1.4970351071470998,Unspecialised
622,F1,S22,T1,R15,0.0018807050127365881,Unspecialised
623,F1,S23,T1,R15,0.021517491137370944,Unspecialised
624,F1,S24,T1,R15,2.9412062000123544,Unspecialised
625,F1,S25,T1,R15,0.4410442939046791,Unspecialised
626,F1,S26,T1,R15,0.10224070568934482,Unspecialised
627,F1,S27,T1,R15,1.1125137210520246,Unspecialised
628,F1,S28,T1,R15,0.27515745292838617,Unspecialised
629,F1,S29,T1,R15,0.8808283641935972,Unspecialised
630,F1,S30,T1,R15,0.10791806107107453,Unspecialised
631,F1,S31,T1,R15,0.6103151462821343,Unspecialised
632,F1,S32,T1,R15,0.011979956920047007,Unspecialised
633,F1,S33,T1,R15,0.1422473246220522,Unspecialised
634,F1,S34,T1,R15,0.20835651056109056,Unspecialised
635,F1,S35,T1,R15,0.17918680840213175,Unspecialised
636,F1,S36,T1,R15,0.23937621037859474,Unspecialised
637,F1,S37,T1,R15,1.8076234996763332,Unspecialised
638,F1,S38,T1,R15,0.06433532746341974,Unspecialised
639,F1,S39,T1,R15,1.2483262992569542,Unspecialised
640,F0,S0,T1,R16,0.6852556138523944,Unspecialised
641,F0,S1,T1,R16,0.19374109380517704,Unspecialised
642,F0,S2,T1,R16,0.10571239446819411,Unspecialised
643,F0,S3,T1,R16,0.4926991160781745,Unspecialised
644,F0,S4,T1,R16,0.04769652614949291,Unspecialised
645,F0,S5,T1,R16,0.23403740874995388,Unspecialised
646,F0,S6,T1,R16,0.0053328434830638765,Unspecialised
647,F0,S7,T1,R16,0.44640739044624317,Unspecialised
648,F0,S8,T1,R16,0.20546821041365995,Unspecialised
649,F0,S9,T1,R16,0.23765662975287724,Unspecialised
650,F0,S10,T1,R16,0.8230395482299065,Unspecialised
651,F0,S11,T1,R16,0.00039728421142981314,Unspecialised
652,F0,S12,T1,R16,0.027202511808118314,Unspecialised
653,F0,S13,T1,R16,0.030834608084418444,Unspecialised
654,F0,S14,T1,R16,0.00801838832800137,Unspecialised
655,F0,S15,T1,R16,2.171143109954833,Unspecialised
656,F0,S16,T1,R16,2.153403751931576e-05,Unspecialised
657,F0,S17,T1,R16,0.7740772866638548,Unspecialised
658,F0,S18,T1,R16,9.746696437678963e-06,Unspecialised
659,F0,S19,T1,R16,0.06813647311310017,Unspecialised
660,F1,S20,T1,R16,1.970816938222323,Unspecialised
661,F1,S21,T1,R16,0.023359295580724374,Unspecialised
662,F1,S22,T1,R16,5.397198320439514,Unspecialised
663,F1,S23,T1,R16,0.2385589947952117,Unspecialised
664,F1,S24,T1,R16,0.012320331137998481,Unspecialised
665,F1,S25,T1,R16,0.015141832961571582,Unspecialised
666,F1,S26,T1,R16,0.2352303768936842,Unspecialised
667,F1,S27,T1,R16,0.1994244093992264,Unspecialised
668,F1,S28,T1,R16,0.13418904367017329,Unspecialised
669,F1,S29,T1,R16,0.05457122248796651,Unspecialised
670,F1,S30,T1,R16,0.030547442929814664,Unspecialised
671,F1,S31,T1,R16,0.3254026911443347,Unspecialised
672,F1,S32,T1,R16,0.10960598513312475,Unspecialised
673,F1,S33,T1,R16,0.17189007214989427,Unspecialised
674,F1,S34,T1,R16,4.118308933659851,Unspecialised
675,F1,S35,T1,R16,1.5618528324204337,Unspecialised
676,F1,S36,T1,R16,1.5861929705606634,Unspecialised
677,F1,S37,T1,R16,0.3660488655908522,Unspecialised
678,F1,S38,T1,R16,0.17782229456124932,Unspecialised
679,F1,S39,T1,R16,0.8641754079389229,Unspecialised
680,F0,S0,T1,R17,0.5272451358375546,Unspecialised
681,F0,S1,T1,R17,0.20582065313827436,Unspecialised
682,F0,S2,T1,R17,0.00031625293172713896,Unspecialised
683,F0,S3,T1,R17,0.00019069658124304829,Unspecialised
684,F0,S4,T1,R17,0.6488921181219623,Unspecialised
685,F0,S5,T1,R17,1.5619768779111656,Unspecialised
686,F0,S6,T1,R17,0.00014654374143670444,Unspecialised
687,F0,S7,T1,R17,0.10105371349794638,Unspecialised
688,F0,S8,T1,R17,1.0863029635243444,Unspecialised
689,F0,S9,T1,R17,0.00723669884669188,Unspecialised
690,F0,S10,T1,R17,0.023377747782794358,Unspecialised
691,F0,S11,T1,R17,1.3820943520035192,Unspecialised
692,F0,S12,T1,R17,0.1877064943812939,Unspecialised
693,F0,S13,T1,R17,1.4475830945390389,Unspecialised
694,F0,S14,T1,R17,0.08593800600185142,Unspecialised
695,F0,S15,T1,R17,0.001868658626935157,Unspecialised
696,F0,S16,T1,R17,0.22900634695270564,Unspecialised
697,F0,S17,T1,R17,0.48256226453142986,Unspecialised
698,F0,S18,T1,R17,0.13851844488770218,Unspecialised
699,F0,S19,T1,R17,0.9166758220664742,Unspecialised
700,F1,S20,T1,R17,0.7961457526638099,Unspecialised
701,F1,S21,T1,R17,0.18735080656959535,Unspecialised
702,F1,S22,T1,R17,0.8528224850636169,Unspecialised
703,F1,S23,T1,R17,0.5040018559964726,Unspecialised
704,F1,S24,T1,R17,3.5086975651998356,Unspecialised
705,F1,S25,T1,R17,0.01466353720436903,Unspecialised
706,F1,S26,T1,R17,0.1483056129601463,Unspecialised
707,F1,S27,T1,R17,0.23699341632705412,Unspecialised
708,F1,S28,T1,R17,0.002026069856192582,Unspecialised
709,F1,S29,T1,R17,0.21716390318372167,Unspecialised
710,F1,S30,T1,R17,0.0009025847521371874,Unspecialised
711,F1,S31,T1,R17,0.2825070978743056,Unspecialised
712,F1,S32,T1,R17,0.19953215702150798,Unspecialised
713,F1,S33,T1,R17,0.3622716785388762,Unspecialised
714,F1,S34,T1,R17,0.004251780327750851,Unspecialised
715,F1,S35,T1,R17,0.06836632329841848,Unspecialised
716,F1,S36,T1,R17,0.07316759719424774,Unspecialised
717,F1,S37,T1,R17,0.40386815736926446,Unspecialised
718,F1,S38,T1,R17,0.12341923086066912,Unspecialised
719,F1,S39,T1,R17,0.002118513373645014,Unspecialised
720,F0,S0,T1,R18,0.27881884589572836,Unspecialised
721,F0,S1,T1,R18,0.0029521787434518363,Unspecialised
722,F0,S2,T1,R18,0.11782916116683652,Unspecialised
723,F0,S3,T1,R18,0.10755676864979113,Unspecialised
724,F0,S4,T1,R18,0.005778645691527093,Unspecialised
725,F0,S5,T1,R18,0.18678536186878067,Unspecialised
726,F0,S6,T1,R18,0.32202810287719214,Unspecialised
727,F0,S7,T1,R18,0.01744976364898662,Unspecialised
728,F0,S8,T1,R18,2.3521511550261565,Unspecialised
729,F0,S9,T1,R18,0.027685809367163843,Unspecialised
730,F0,S10,T1,R18,1.0291060270714885,Unspecialised
731,F0,S11,T1,R18,0.3828898363950322,Unspecialised
732,F0,S12,T1,R18,0.2904185226644987,Unspecialised
733,F0,S13,T1,R18,0.19481264928227807,Unspecialised
734,F0,S14,T1,R18,1.3156656735065044,Unspecialised
735,F0,S15,T1,R18,0.39732232126527434,Unspecialised
736,F0,S16,T1,R18,0.31142317192288316,Unspecialised
737,F0,S17,T1,R18,0.05681455129619806,Unspecialised
738,F0,S18,T1,R18,2.158601222957957,Unspecialised
739,F0,S19,T1,R18,0.01913567519027348,Unspecialised
740,F1,S20,T1,R18,0.21567976509111966,Unspecialised
741,F1,S21,T1,R18,1.103985264705678,Unspecialised
742,F1,S22,T1,R18,0.027824883960717344,Unspecialised
743,F1,S23,T1,R18,2.2939240463331707,Unspecialised
744,F1,S24,T1,R18,0.029045241538656272,Unspecialised
745,F1,S25,T1,R18,0.00812873821917584,Unspecialised
746,F1,S26,T1,R18,1.149183151436423,Unspecialised
747,F1,S27,T1,R18,0.027905871505876773,Unspecialised
748,F1,S28,T1,R18,1.381932349116244,Unspecialised
749,F1,S29,T1,R18,0.9463545403951343,Unspecialised
750,F1,S30,T1,R18,0.4930323912903631,Unspecialised
751,F1,S31,T1,R18,0.35134741347473597,Unspecialised
752,F1,S32,T1,R18,0.058891152562663404,Unspecialised
753,F1,S33,T1,R18,0.5868199418372879,Unspecialised
754,F1,S34,T1,R18,2.4448379939928238,Unspecialised
755,F1,S35,T1,R18,0.00395087938325524,Unspecialised
756,F1,S36,T1,R18,0.8881674080036713,Unspecialised
757,F1,S37,T1,R18,0.06013440648695559,Unspecialised
758,F1,S38,T1,R18,0.001495133142960772,Unspecialised
759,F1,S39,T1,R18,0.49008210925272966,Unspecialised
760,F0,S0,T1,R19,0.4132838264909081,Unspecialised
761,F0,S1,T1,R19,0.9764633666798972,Unspecialised
762,F0,S2,T1,R19,0.05903686668324871,Unspecialised
763,F0,S3,T1,R19,0.09255077677766997,Unspecialised
764,F0,S4,T1,R19,0.08307566353993154,Unspecialised
765,F0,S5,T1,R19,0.009267693557347407,Unspecialised
766,F0,S6,T1,R19,0.08128775331629104,Unspecialised
767,F0,S7,T1,R19,0.01679289616942106,Unspecialised
768,F0,S8,T1,R19,0.013596405563828906,Unspecialised
769,F0,S9,T1,R19,0.03357768760989848,Unspecialised
770,F0,S10,T1,R19,0.3232221159852923,Unspecialised
771,F0,S11,T1,R19,0.1459592226994654,Unspecialised
772,F0,S12,T1,R19,0.4769018293246089,Unspecialised
773,F0,S13,T1,R19,0.013581302636872067,Unspecialised
774,F0,S14,T1,R19,2.072435390901811,Unspecialised
775,F0,S15,T1,R19,0.03237927134869886,Unspecialised
776,F0,S16,T1,R19,0.23993051730951093,Unspecialised
777,F0,S17,T1,R19,1.1980377980320376,Unspecialised
778,F0,S18,T1,R19,2.4119194734001175,Unspecialised
779,F0,S19,T1,R19,0.1038242756619897,Unspecialised
780,F1,S20,T1,R19,0.21967736266406385,Unspecialised
781,F1,S21,T1,R19,2.9337127667731826,Unspecialised
782,F1,S22,T1,R19,0.014391674533068749,Unspecialised
783,F1,S23,T1,R19,0.3852181976366574,Unspecialised
784,F1,S24,T1,R19,0.01697636795823954,Unspecialised
785,F1,S25,T1,R19,0.6572869618945255,Unspecialised
786,F1,S26,T1,R19,0.6777485313307907,Unspecialised
787,F1,S27,T1,R19,0.0073182172992615644,Unspecialised
788,F1,S28,T1,R19,0.880511977484285,Unspecialised
789,F1,S29,T1,R19,0.1764071129680908,Unspecialised
790,F1,S30,T1,R19,0.15090555763256358,Unspecialised
791,F1,S31,T1,R19,0.5324908330425564,Unspecialised
792,F1,S32,T1,R19,1.3025049051971143,Unspecialised
793,F1,S33,T1,R19,0.8316630994064965,Unspecialised
794,F1,S34,T1,R19,0.05811195085734886,Unspecialised
795,F1,S35,T1,R19,0.9817558344376672,Unspecialised
796,F1,S36,T1,R19,0.14381297382871944,Unspecialised
797,F1,S37,T1,R19,0.11787062837644094,Unspecialised
798,F1,S38,T1,R19,0.14332314520828052,Unspecialised
799,F1,S39,T1,R19,0.34438160324823314,Unspecialised
0,F0,S0,T0,R0,0.6207973279248318,Symmetric
1,F0,S1,T0,R0,2.3406408705288513,Symmetric
2,F0,S2,T0,R0,0.37305784010328463,Symmetric
3,F0,S3,T0,R0,7.548991930499307,Symmetric
4,F0,S4,T0,R0,1.271880542621308,Symmetric
5,F0,S5,T0,R0,0.6238191077105765,Symmetric
6,F0,S6,T0,R0,0.5894050582003602,Symmetric
7,F0,S7,T0,R0,3.157909063602347,Symmetric
8,F0,S8,T0,R0,0.20017399540950648,Symmetric
9,F0,S9,T0,R0,0.4219383504525406,Symmetric
10,F0,S10,T0,R0,1.6921322871255797,Symmetric
11,F0,S11,T0,R0,2.160793118272216,Symmetric
12,F0,S12,T0,R0,0.19031572293911572,Symmetric
13,F0,S13,T0,R0,1.7180154942133548,Symmetric
14,F0,S14,T0,R0,2.0510309908001005,Symmetric
15,F0,S15,T0,R0,0.5898192763228386,Symmetric
16,F0,S16,T0,R0,1.2851377642244866,Symmetric
17,F0,S17,T0,R0,1.7328951628021037,Symmetric
18,F0,S18,T0,R0,0.6114765210318549,Symmetric
19,F0,S19,T0,R0,0.42435380291752867,Symmetric
20,F1,S20,T0,R0,0.002513404892750636,Symmetric
21,F1,S21,T0,R0,0.0001469691560381557,Symmetric
22,F1,S22,T0,R0,0.34581607580137674,Symmetric
23,F1,S23,T0,R0,1.1081026478020728,Symmetric
24,F1,S24,T0,R0,0.00263395798198246,Symmetric
25,F1,S25,T0,R0,3.238873279588542e-06,Symmetric
26,F1,S26,T0,R0,1.7443218059624885e-08,Symmetric
27,F1,S27,T0,R0,5.530946732876373e-05,Symmetric
28,F1,S28,T0,R0,1.0009995223210146e-05,Symmetric
29,F1,S29,T0,R0,2.8632620911381355e-19,Symmetric
30,F1,S30,T0,R0,0.004742114104183337,Symmetric
31,F1,S31,T0,R0,1.5000160538690237e-14,Symmetric
32,F1,S32,T0,R0,2.8849554171179198e-08,Symmetric
33,F1,S33,T0,R0,0.011673839987869614,Symmetric
34,F1,S34,T0,R0,0.053440227399815875,Symmetric
35,F1,S35,T0,R0,5.672453340793505e-06,Symmetric
36,F1,S36,T0,R0,1.9925275186429162e-05,Symmetric
37,F1,S37,T0,R0,2.1367160403891245e-16,Symmetric
38,F1,S38,T0,R0,0.005739722754865409,Symmetric
39,F1,S39,T0,R0,0.025133832234136323,Symmetric
40,F0,S0,T0,R1,0.17032679019988223,Symmetric
41,F0,S1,T0,R1,2.7902176731332275,Symmetric
42,F0,S2,T0,R1,0.6145617090467591,Symmetric
43,F0,S3,T0,R1,1.2394735562135022,Symmetric
44,F0,S4,T0,R1,0.03168483788599792,Symmetric
45,F0,S5,T0,R1,0.5238567648636575,Symmetric
46,F0,S6,T0,R1,0.5767442167482689,Symmetric
47,F0,S7,T0,R1,5.206150482663769,Symmetric
48,F0,S8,T0,R1,0.16853269357139372,Symmetric
49,F0,S9,T0,R1,0.05694523069754775,Symmetric
50,F0,S10,T0,R1,0.463455289008299,Symmetric
51,F0,S11,T0,R1,0.28190864706274316,Symmetric
52,F0,S12,T0,R1,0.7064711062965525,Symmetric
53,F0,S13,T0,R1,0.37089117484466494,Symmetric
54,F0,S14,T0,R1,0.050220699144956735,Symmetric
55,F0,S15,T0,R1,1.7199243642270656,Symmetric
56,F0,S16,T0,R1,0.805718732311955,Symmetric
57,F0,S17,T0,R1,0.17827553694262857,Symmetric
58,F0,S18,T0,R1,0.3972556197107477,Symmetric
59,F0,S19,T0,R1,2.16343379704203,Symmetric
60,F1,S20,T0,R1,4.290627404573528e-10,Symmetric
61,F1,S21,T0,R1,1.0655810225097128e-19,Symmetric
62,F1,S22,T0,R1,0.00023071059633493525,Symmetric
63,F1,S23,T0,R1,4.170360462688925e-15,Symmetric
64,F1,S24,T0,R1,2.0634480420053806e-09,Symmetric
65,F1,S25,T0,R1,0.001860040346059739,Symmetric
66,F1,S26,T0,R1,0.21446287166169853,Symmetric
67,F1,S27,T0,R1,1.5777561020914502e-09,Symmetric
68,F1,S28,T0,R1,2.6828002930021283e-13,Symmetric
69,F1,S29,T0,R1,1.0838281740631788,Symmetric
70,F1,S30,T0,R1,0.00521898880571313,Symmetric
71,F1,S31,T0,R1,7.37907037328056e-07,Symmetric
72,F1,S32,T0,R1,9.541443207507253e-08,Symmetric
73,F1,S33,T0,R1,3.424532361988026e-10,Symmetric
74,F1,S34,T0,R1,5.997884380738862e-32,Symmetric
75,F1,S35,T0,R1,6.714794932376248e-10,Symmetric
76,F1,S36,T0,R1,3.6061194719336076e-13,Symmetric
77,F1,S37,T0,R1,0.00011519634469294923,Symmetric
78,F1,S38,T0,R1,1.4461057885870537e-08,Symmetric
79,F1,S39,T0,R1,6.282216038291319e-11,Symmetric
80,F0,S0,T0,R2,4.063375700623336,Symmetric
81,F0,S1,T0,R2,0.22724232524232132,Symmetric
82,F0,S2,T0,R2,0.4988447348495293,Symmetric
83,F0,S3,T0,R2,1.323007938234577,Symmetric
84,F0,S4,T0,R2,0.6376551244620133,Symmetric
85,F0,S5,T0,R2,0.18813780350891673,Symmetric
86,F0,S6,T0,R2,0.9827845003121292,Symmetric
87,F0,S7,T0,R2,0.07644287796284259,Symmetric
88,F0,S8,T0,R2,0.24733995543128026,Symmetric
89,F0,S9,T0,R2,3.410848267144477,Symmetric
90,F0,S10,T0,R2,0.2388219846794893,Symmetric
91,F0,S11,T0,R2,0.07210603395331633,Symmetric
92,F0,S12,T0,R2,0.8995511377075935,Symmetric
93,F0,S13,T0,R2,0.16389258320928105,Symmetric
94,F0,S14,T0,R2,0.9236296226651436,Symmetric
95,F0,S15,T0,R2,0.3134180663833401,Symmetric
96,F0,S16,T0,R2,1.0354847164086263,Symmetric
97,F0,S17,T0,R2,0.12629799535560382,Symmetric
98,F0,S18,T0,R2,1.0898994347511204,Symmetric
99,F0,S19,T0,R2,1.1011631638419217,Symmetric
100,F1,S20,T0,R2,1.6346985378103378e-09,Symmetric
101,F1,S21,T0,R2,0.0008968042687079253,Symmetric
102,F1,S22,T0,R2,5.0331336636697755e-05,Symmetric
103,F1,S23,T0,R2,1.549436983879665e-12,Symmetric
104,F1,S24,T0,R2,0.028796960890812344,Symmetric
105,F1,S25,T0,R2,5.164009870262108e-05,Symmetric
106,F1,S26,T0,R2,1.9751309444094688e-05,Symmetric
107,F1,S27,T0,R2,0.05054992694569405,Symmetric
108,F1,S28,T0,R2,0.10110797947331131,Symmetric
109,F1,S29,T0,R2,2.2448137054153916e-18,Symmetric
110,F1,S30,T0,R2,4.513284225165152e-09,Symmetric
111,F1,S31,T0,R2,3.8077055834103456e-22,Symmetric
112,F1,S32,T0,R2,2.573806440781274e-27,Symmetric
113,F1,S33,T0,R2,4.40325959653765e-14,Symmetric
114,F1,S34,T0,R2,2.0993641138909634e-11,Symmetric
115,F1,S35,T0,R2,1.0515998800843892e-19,Symmetric
116,F1,S36,T0,R2,4.216108486355346e-07,Symmetric
117,F1,S37,T0,R2,1.406138934196591e-11,Symmetric
118,F1,S38,T0,R2,3.0796555306560657e-10,Symmetric
119,F1,S39,T0,R2,2.02870594814595e-07,Symmetric
120,F0,S0,T0,R3,0.8416618644694036,Symmetric
121,F0,S1,T0,R3,0.8190898058278737,Symmetric
122,F0,S2,T0,R3,1.0429181069729976,Symmetric
123,F0,S3,T0,R3,0.840093516418468,Symmetric
124,F0,S4,T0,R3,0.40779893628278824,Symmetric
125,F0,S5,T0,R3,0.34348750830657615,Symmetric
126,F0,S6,T0,R3,1.46515657340017,Symmetric
127,F0,S7,T0,R3,0.2961689796030905,Symmetric
128,F0,S8,T0,R3,0.008376536609114058,Symmetric
129,F0,S9,T0,R3,0.33224271127727234,Symmetric
130,F0,S10,T0,R3,0.409193203096123,Symmetric
131,F0,S11,T0,R3,3.206480532749032,Symmetric
